DISTRICT,DD800A001222R,DD800A001322R,DD800A001S22R,DD800AC01222R,DD800AC01322R,DD800AC01S22R,DD800AM01222R,DD800AM01322R,DD800AM01S22R,DD800AR01222R,DD800AR01322R,DD800AR01S22R,DD800AS01222R,DD800AS01322R,DD800AS01S22R,DDA00A001222R,DDA00A001322R,DDA00A001S22R,DDA00AC01222R,DDA00AC01322R,DDA00AC01S22R,DDA00AM01222R,DDA00AM01322R,DDA00AM01S22R,DDA00AR01222R,DDA00AR01322R,DDA00AR01S22R,DDA00AS01222R,DDA00AS01322R,DDA00AS01S22R,DDC00A001222R,DDC00A001322R,DDC00A001S22R,DDC00AC01222R,DDC00AC01322R,DDC00AC01S22R,DDC00AM01222R,DDC00AM01322R,DDC00AM01S22R,DDC00AR01222R,DDC00AR01322R,DDC00AR01S22R,DDC00AS01222R,DDC00AS01322R,DDC00AS01S22R,DDJ00A001222R,DDJ00A001322R,DDJ00A001S22R,DDJ00AC01222R,DDJ00AC01322R,DDJ00AC01S22R,DDJ00AM01222R,DDJ00AM01322R,DDJ00AM01S22R,DDJ00AR01222R,DDJ00AR01322R,DDJ00AR01S22R,DDJ00AS01222R,DDJ00AS01322R,DDJ00AS01S22R,DDK00A001222R,DDK00A001322R,DDK00A001S22R,DDK00AC01222R,DDK00AC01322R,DDK00AC01S22R,DDK00AM01222R,DDK00AM01322R,DDK00AM01S22R,DDK00AR01222R,DDK00AR01322R,DDK00AR01S22R,DDK00AS01222R,DDK00AS01322R,DDK00AS01S22R,DDL00A001222R,DDL00A001322R,DDL00A001S22R,DDL00AC01222R,DDL00AC01322R,DDL00AC01S22R,DDL00AM01222R,DDL00AM01322R,DDL00AM01S22R,DDL00AR01222R,DDL00AR01322R,DDL00AR01S22R,DDL00AS01222R,DDL00AS01322R,DDL00AS01S22R,DDQ00A001222R,DDQ00A001322R,DDQ00A001S22R,DDQ00AC01222R,DDQ00AC01322R,DDQ00AC01S22R,DDQ00AM01222R,DDQ00AM01322R,DDQ00AM01S22R,DDQ00AR01222R,DDQ00AR01322R,DDQ00AR01S22R,DDQ00AS01222R,DDQ00AS01322R,DDQ00AS01S22R,DDT00A001222R,DDT00A001322R,DDT00A001S22R,DDT00AC01222R,DDT00AC01322R,DDT00AC01S22R,DDT00AM01222R,DDT00AM01322R,DDT00AM01S22R,DDT00AR01222R,DDT00AR01322R,DDT00AR01S22R,DDT00AS01222R,DDT00AS01322R,DDT00AS01S22R,DDU00A001222R,DDU00A001322R,DDU00A001S22R,DDU00AC01222R,DDU00AC01322R,DDU00AC01S22R,DDU00AM01222R,DDU00AM01322R,DDU00AM01S22R,DDU00AR01222R,DDU00AR01322R,DDU00AR01S22R,DDU00AS01222R,DDU00AS01322R,DDU00AS01S22R,DDX00A001222R,DDX00A001322R,DDX00A001S22R,DDX00AC01222R,DDX00AC01322R,DDX00AC01S22R,DDX00AM01222R,DDX00AM01322R,DDX00AM01S22R,DDX00AR01222R,DDX00AR01322R,DDX00AR01S22R,DDX00AS01222R,DDX00AS01322R,DDX00AS01S22R,DDY00A001222R,DDY00A001322R,DDY00A001S22R,DDY00AC01222R,DDY00AC01322R,DDY00AC01S22R,DDY00AM01222R,DDY00AM01322R,DDY00AM01S22R,DDY00AR01222R,DDY00AR01322R,DDY00AR01S22R,DDY00AS01222R,DDY00AS01322R,DDY00AS01S22R,DDZ00A001222R,DDZ00A001322R,DDZ00A001S22R,DDZ00AC01222R,DDZ00AC01322R,DDZ00AC01S22R,DDZ00AM01222R,DDZ00AM01322R,DDZ00AM01S22R,DDZ00AR01222R,DDZ00AR01322R,DDZ00AR01S22R,DDZ00AS01222R,DDZ00AS01322R,DDZ00AS01S22R,DISTNAME,DNB00A001222R,DNB00A001322R,DNB00A001S22R,DNB00AC01222R,DNB00AC01322R,DNB00AC01S22R,DNB00AM01222R,DNB00AM01322R,DNB00AM01S22R,DNB00AR01222R,DNB00AR01322R,DNB00AR01S22R,DNB00AS01222R,DNB00AS01322R,DNB00AS01S22R,DNE00A001222R,DNE00A001322R,DNE00A001S22R,DNE00AC01222R,DNE00AC01322R,DNE00AC01S22R,DNE00AM01222R,DNE00AM01322R,DNE00AM01S22R,DNE00AR01222R,DNE00AR01322R,DNE00AR01S22R,DNE00AS01222R,DNE00AS01322R,DNE00AS01S22R,DNT00A001222R,DNT00A001322R,DNT00A001S22R,DNT00AC01222R,DNT00AC01322R,DNT00AC01S22R,DNT00AM01222R,DNT00AM01322R,DNT00AM01S22R,DNT00AR01222R,DNT00AR01322R,DNT00AR01S22R,DNT00AS01222R,DNT00AS01322R,DNT00AS01S22R
"'071807",77,46,100,-1,-1,-1,67,33,100,83,50,100,.,.,.,44,26,72,38,24,71,50,23,79,40,29,66,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,41,23,70,35,20,70,48,21,77,36,27,63,.,.,.,41,23,70,35,20,70,48,21,77,36,27,63,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,41,23,70,35,20,70,48,21,77,36,27,63,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"LA FE PREPARATORY SCHOOL",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'071809",58,35,87,52,30,85,45,23,79,72,48,95,.,.,.,45,26,73,38,22,71,34,18,69,56,35,78,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30,15,60,20,13,53,24,11,61,39,20,60,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30,16,58,17,11,50,23,12,58,39,20,60,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30,15,60,20,13,53,24,11,61,39,20,60,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,29,17,54,-1,-1,-1,21,16,47,42,21,63,.,.,.,"VISTA DEL FUTURO CHARTER SCHOOL",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.
"'071810",38,15,79,69,19,100,30,10,75,44,24,83,13,0,56,19,7,54,26,7,68,16,4,57,26,12,59,3,0,20,12,3,45,13,2,57,11,1,50,18,7,49,0,0,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,3,45,13,2,57,10,1,48,17,7,48,0,0,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,8,58,.,.,.,33,0,67,17,17,50,.,.,.,12,3,45,13,2,57,10,1,49,18,6,49,0,0,11,13,13,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"EL PASO LEADERSHIP ACADEMY",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,29,14,79,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'071901",41,17,71,43,17,75,32,12,66,46,19,73,47,26,73,35,14,66,34,13,69,29,11,64,38,14,65,40,20,68,17,4,48,18,4,60,18,4,51,15,4,40,18,4,48,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,21,7,52,16,4,54,21,6,55,22,8,50,18,5,48,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,26,10,56,10,4,39,26,9,58,32,14,61,.,.,.,26,10,56,10,4,39,26,9,58,31,14,61,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17,4,48,18,4,60,18,4,51,15,4,40,18,4,48,23,8,58,20,5,59,21,5,57,27,11,61,17,7,46,"CLINT ISD",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,31,17,72,.,.,.,11,0,56,50,33,89,.,.,.,62,25,90,65,28,93,49,22,89,67,20,90,61,32,87
"'071902",52,24,79,48,18,79,43,20,75,60,27,81,54,32,79,44,19,72,39,14,72,38,17,71,49,21,72,44,24,72,21,6,52,18,4,57,23,8,58,22,6,45,21,7,53,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27,10,58,21,6,58,29,11,63,30,11,57,21,7,52,40,18,72,25,9,58,38,15,72,48,24,77,18,4,56,33,14,65,18,8,49,31,10,66,40,20,71,.,.,.,38,17,70,27,10,60,36,14,70,44,22,73,21,9,52,40,17,53,33,13,41,40,18,53,43,18,57,.,.,.,21,6,52,18,4,58,23,8,59,21,5,45,21,7,53,29,10,59,25,7,60,28,12,59,32,11,59,26,8,55,"EL PASO ISD",34,14,66,34,13,69,31,13,68,37,17,65,21,10,51,24,7,52,16,3,46,24,6,57,28,9,52,22,7,48,63,26,88,62,24,92,53,28,86,72,25,89,59,29,86
"'071903",41,16,72,31,10,74,35,15,70,46,15,76,49,28,64,31,11,62,22,5,62,32,12,68,32,11,60,33,18,52,14,4,45,13,2,52,17,4,56,11,3,36,20,9,44,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,7,52,13,2,49,26,9,63,18,7,46,19,8,43,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35,17,68,19,3,46,43,20,77,33,19,68,.,.,.,35,17,68,19,3,46,43,20,77,33,19,68,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,14,4,45,13,2,52,17,4,56,11,3,36,20,9,44,21,5,52,6,0,43,27,5,59,25,8,53,6,0,25,"FABENS ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,8,47,-1,-1,-1,4,0,19,9,3,47,63,31,94,52,18,82,40,9,88,57,16,89,61,21,86,37,24,53
"'071904",46,16,77,38,12,80,33,10,71,54,19,79,61,24,84,33,11,64,30,9,67,28,9,64,38,12,62,32,14,64,20,5,50,20,5,58,20,5,56,23,5,46,8,3,43,24,8,57,23,6,50,22,7,62,27,9,54,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23,7,54,20,5,55,22,7,59,26,8,50,11,5,46,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,24,8,57,23,6,50,22,7,62,27,9,54,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,5,50,20,5,58,20,5,56,23,5,46,8,3,43,28,8,56,16,4,52,27,8,58,34,10,55,24,10,57,"SAN ELIZARIO ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,60,25,89,66,24,94,52,26,83,66,24,90,46,27,88
"'071905",54,25,81,53,21,82,47,22,79,59,26,81,57,33,82,47,21,76,46,18,77,44,21,77,51,22,75,48,26,76,27,9,61,29,7,68,29,12,66,26,8,54,27,11,61,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,32,12,65,28,7,65,36,15,72,32,13,62,26,10,60,54,27,84,41,19,74,56,25,88,56,32,83,63,38,91,36,15,69,22,6,56,41,17,75,35,16,66,50,17,67,43,20,74,31,13,64,47,20,79,43,22,72,53,34,86,60,20,80,.,.,.,60,20,80,60,20,80,.,.,.,27,9,61,29,7,68,29,12,66,26,8,54,27,11,61,35,13,69,34,8,69,37,14,72,36,14,68,25,10,61,"YSLETA ISD",64,40,92,67,44,96,68,36,93,68,43,92,45,34,87,32,9,63,38,5,78,43,17,78,26,5,51,18,8,45,72,36,93,74,35,95,68,38,94,80,38,94,55,27,87
"'071906",43,16,77,42,9,76,37,13,76,50,20,79,41,20,73,41,15,75,39,10,74,38,13,78,47,19,76,33,15,64,34,10,68,36,14,64,41,10,86,35,10,66,9,4,35,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35,13,69,30,9,67,41,13,81,37,16,67,11,3,37,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,45,17,79,43,0,100,44,12,80,46,24,73,.,.,.,45,17,79,43,0,100,44,12,80,46,24,73,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,31,10,66,26,13,61,39,11,85,33,10,65,9,5,32,26,12,55,7,7,50,43,17,74,23,15,50,18,0,36,"ANTHONY ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,58,0,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,67,38,90,-1,-1,-1,60,40,80,67,50,83,63,25,100
"'071907",53,25,81,54,24,82,43,20,76,60,27,83,59,36,86,48,22,76,48,20,79,40,18,73,52,23,75,52,30,82,30,10,62,32,9,73,28,11,62,30,10,55,29,12,67,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,13,65,31,9,70,33,13,66,36,15,61,28,12,69,44,22,73,33,11,71,42,19,72,50,29,75,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,44,22,73,33,11,70,42,19,72,50,29,75,-1,-1,-1,37,12,67,28,7,56,38,13,67,46,17,74,20,5,61,28,10,61,33,9,76,25,11,61,28,9,52,31,13,68,33,12,67,26,9,61,31,10,66,37,15,66,27,18,100,"CANUTILLO ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,70,37,91,71,42,95,65,37,91,72,33,87,71,43,96
"'071908",42,13,75,35,8,70,23,5,64,51,14,80,60,27,88,27,9,59,19,5,53,22,7,58,34,11,61,28,11,66,8,1,45,8,0,52,0,0,36,13,1,47,11,6,56,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17,5,47,8,1,39,20,7,52,19,7,46,9,2,47,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36,17,64,10,7,24,47,18,82,35,20,60,.,.,.,36,17,64,10,7,24,47,18,82,35,20,60,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,1,45,5,0,53,0,0,35,12,1,47,12,6,59,19,5,52,0,0,23,16,4,50,26,7,61,25,0,63,"TORNILLO ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,0,45,17,0,50,0,0,40,25,0,50,-1,-1,-1,46,16,81,40,15,77,33,10,76,70,25,92,19,6,67
"'071909",51,23,80,48,17,81,41,17,77,58,25,82,59,35,85,46,20,77,43,15,77,39,16,75,52,22,77,51,29,79,24,7,61,22,4,67,24,8,66,25,7,55,25,10,59,37,16,69,24,6,57,37,15,70,43,21,72,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,29,11,64,24,5,63,30,11,68,32,12,62,26,10,60,43,14,82,.,.,.,41,8,78,46,19,86,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37,16,69,24,6,57,37,15,70,43,21,72,.,.,.,0,0,80,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,7,60,22,4,66,24,8,66,25,7,55,25,10,59,34,12,69,27,7,65,31,11,71,40,16,70,25,11,63,"SOCORRO ISD",37,18,66,17,9,52,34,10,70,46,28,65,.,.,.,25,4,66,27,3,78,32,8,66,19,2,58,33,5,81,67,30,92,67,26,93,58,29,90,78,32,94,55,28,87
"'072801",43,11,71,39,7,76,19,7,54,50,6,68,51,23,83,41,10,70,36,6,76,19,8,53,47,5,66,49,21,82,22,4,59,18,1,75,19,11,49,24,0,50,21,7,67,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,21,4,58,17,1,73,19,11,45,24,0,51,21,7,67,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,11,67,20,0,60,.,.,.,-1,-1,-1,-1,-1,-1,21,4,59,18,1,76,20,12,48,24,0,50,21,7,67,0,0,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"PREMIER HIGH SCHOOLS",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,28,0,53,13,0,63,10,0,50,37,0,54,0,0,43,51,11,85,60,7,100,28,6,69,65,13,87,59,17,93
"'072802",58,18,92,50,20,90,33,0,100,63,4,92,68,41,91,52,16,87,45,18,91,27,0,91,52,3,84,67,38,88,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"ERATH EXCELS ACADEMY INC",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'072901",30,10,69,28,8,73,23,7,64,38,14,74,29,11,64,26,8,63,25,6,65,19,6,58,33,11,67,27,8,59,4,0,29,14,0,29,0,0,26,5,0,32,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,0,27,14,0,29,0,0,26,5,0,32,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,0,29,14,0,29,0,0,26,5,0,32,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"THREE WAY ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30,0,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'072902",65,33,91,65,26,91,60,32,90,71,36,91,62,36,87,61,29,89,60,24,89,59,29,90,67,32,89,52,29,81,50,20,83,41,14,82,55,23,89,56,21,85,8,8,52,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,20,83,41,14,82,55,23,88,56,22,85,8,8,52,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,62,26,94,47,20,87,62,27,96,65,27,92,.,.,.,39,14,74,38,10,79,44,17,78,46,16,76,8,8,52,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,"DUBLIN ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,60,28,87,56,27,88,59,24,93,66,32,85,52,24,83
"'072903",62,34,84,68,41,87,56,32,83,65,34,85,60,33,83,57,30,81,62,37,83,52,29,81,59,30,81,57,31,81,26,9,61,33,13,73,28,11,69,24,6,55,23,6,53,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27,9,59,22,9,54,31,12,68,24,8,54,25,6,53,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,24,9,53,7,2,31,32,10,66,21,10,47,.,.,.,24,9,53,7,2,31,32,10,66,21,10,47,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,26,9,61,33,13,73,28,11,69,24,6,55,23,6,53,47,17,77,33,17,50,47,29,82,56,11,89,33,0,50,"STEPHENVILLE ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,75,35,92,92,50,96,58,28,83,78,26,94,74,49,95
"'072904",53,23,84,57,17,89,41,16,80,63,28,87,46,35,85,53,23,85,57,17,89,41,16,80,63,27,87,46,35,85,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"BLUFF DALE ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.
"'072908",58,27,89,50,22,91,54,26,89,69,32,90,39,14,78,59,26,88,52,23,90,54,26,88,70,30,90,39,14,78,38,13,63,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,38,13,63,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,38,13,63,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"HUCKABAY ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.
"'072909",60,25,86,50,18,82,53,26,85,65,23,90,73,37,83,57,23,84,45,16,73,48,24,83,65,22,88,73,38,86,42,17,74,20,0,40,30,17,73,59,22,81,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,42,17,74,20,0,40,30,17,73,59,22,81,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,45,18,76,22,0,44,31,17,72,66,24,86,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"LINGLEVILLE ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,77,32,86,60,20,80,80,60,100,78,11,78,-1,-1,-1
"'072910",49,22,82,53,16,89,38,16,78,67,33,91,0,0,33,49,22,82,53,16,89,38,16,78,67,33,91,0,0,33,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"MORGAN MILL ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'073901",45,18,79,43,12,79,32,11,71,56,26,88,47,18,73,42,16,78,38,9,78,31,9,72,51,23,85,44,19,68,32,11,72,24,3,76,30,7,70,38,19,75,27,9,45,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30,10,69,21,3,69,27,4,67,36,18,71,29,14,57,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,32,12,72,24,3,79,31,7,71,38,20,74,27,9,45,0,0,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,"CHILTON ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,29,0,71,20,0,60,20,0,60,43,0,86,.,.,.,49,17,86,47,6,88,42,11,100,57,21,96,45,25,55
"'073903",29,11,55,27,8,54,26,10,55,30,13,56,38,15,58,28,11,55,25,7,52,27,11,56,29,13,55,36,13,56,24,10,52,8,3,36,30,14,58,25,11,53,25,6,44,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,24,10,52,8,3,35,30,13,58,26,11,53,24,6,41,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,60,25,70,.,.,.,50,20,70,70,30,70,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,"MARLIN ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,21,9,50,8,3,36,27,13,57,21,9,52,25,6,44,63,20,93,63,13,100,67,33,100,64,18,82,-1,-1,-1
"'073904",74,46,94,79,48,97,75,46,97,76,47,93,33,25,75,72,45,94,79,48,97,73,45,97,74,47,93,33,25,75,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,17,83,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,"WESTPHALIA ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
