Class of 2018 Class of 2017,SAPC418R SAPC417R,RAPC418R RAPC417R,DAPC4X18R DAPC4X17R,DBPC4X18R DBPC4X17R,DHPC4X18R DHPC4X17R,DWPC4X18R DWPC4X17R,DIPC4X18R DIPC4X17R,D3PC4X18R D3PC4X17R,D4PC4X18R D4PC4X17R,D2PC4X18R D2PC4X17R,DSPC4X18R DSPC4X17R,DEPC4X18R DEPC4X17R,DLPC4X18R DLPC4X17R,,,,,
FHSP-DLA Graduates (Longitudinal Rate),,,,,,,,,,,,,,,,,,
Class of 2018,SAAC418R,RAAC418R,DAAC4X18R,DBAC4X18R,DHAC4X18R,DWAC4X18R,DIAC4X18R,D3AC4X18R,D4AC4X18R,D2AC4X18R,DSAC4X18R,DEAC4X18R,DLAC4X18R,,,,,
Class of 2017,SAAC417R,RAAC417R,DAAC4X17R,DBAC4X17R,DHAC4X17R,DWAC4X17R,DIAC4X17R,D3AC4X17R,D4AC4X17R,D2AC4X17R,DSAC4X17R,DEAC4X17R,DLAC4X17R,,,,,
RHSP/DAP/FHSP-E/FHSP-DLA Graduates (Longitudinal Rate),,,,,,,,,,,,,,,,,,
Class of 2018,SASC418R,RASC418R,DASC4X18R,DBSC4X18R,DHSC4X18R,DWSC4X18R,DISC4X18R,D3SC4X18R,D4SC4X18R,D2SC4X18R,DSSC4X18R,DESC4X18R,DLSC4X18R,,,,,
Class of 2017,SASC417R,RASC417R,DASC4X17R,DBSC4X17R,DHSC4X17R,DWSC4X17R,DISC4X17R,D3SC4X17R,D4SC4X17R,D2SC4X17R,DSSC4X17R,DESC4X17R,DLSC4X17R,,,,,
RHSP/DAP Graduates (Annual Rate),,,,,,,,,,,,,,,,,,
2017-18,SA0GH18R,RA0GH18R,DA0GH18R,DB0GH18R,DH0GH18R,DW0GH18R,DI0GH18R,D30GH18R,D40GH18R,D20GH18R,DS0GH18R,DE0GH18R,DL0GH18R,,,,,
2016-17,SA0GH17R,RA0GH17R,DA0GH17R,DB0GH17R,DH0GH17R,DW0GH17R,DI0GH17R,D30GH17R,D40GH17R,D20GH17R,DS0GH17R,DE0GH17R,DL0GH17R,,,,,
FHSP-E Graduates (Annual Rate),,,,,,,,,,,,,,,,,,
2017-18,SA0GE18R,RA0GE18R,DA0GE18R,DB0GE18R,DH0GE18R,DW0GE18R,DI0GE18R,D30GE18R,D40GE18R,D20GE18R,DS0GE18R,DE0GE18R,DL0GE18R,,,,,
2016-17,SA0GE17R,RA0GE17R,DA0GE17R,DB0GE17R,DH0GE17R,DW0GE17R,DI0GE17R,D30GE17R,D40GE17R,D20GE17R,DS0GE17R,DE0GE17R,DL0GE17R,,,,,
,,,,,,,,,,,,,,,,,,
,State,Region ##,District,African American,Hispanic,White,American Indian,Asian,Pacific Islander,Two or More Races,Special Ed,Econ Disadv,EL (Current),,,,,
FHSP-DLA Graduates (Annual Rate),,,,,,,,,,,,,,,,,,
2017-18,SA0GA18R,RA0GA18R,DA0GA18R,DB0GA18R,DH0GA18R,DW0GA18R,DI0GA18R,D30GA18R,D40GA18R,D20GA18R,DS0GA18R,DE0GA18R,DL0GA18R,,,,,
2016-17,SA0GA17R,RA0GA17R,DA0GA17R,DB0GA17R,DH0GA17R,DW0GA17R,DI0GA17R,D30GA17R,D40GA17R,D20GA17R,DS0GA17R,DE0GA17R,DL0GA17R,,,,,
RHSP/DAP/FHSP-E/FHSP-DLA Graduates (Annual Rate),,,,,,,,,,,,,,,,,,
2017-18,SA0GS18R,RA0GS18R,DA0GS18R,DB0GS18R,DH0GS18R,DW0GS18R,DI0GS18R,D30GS18R,D40GS18R,D20GS18R,DS0GS18R,DE0GS18R,DL0GS18R,,,,,
2016-17,SA0GS17R,RA0GS17R,DA0GS17R,DB0GS17R,DH0GS17R,DW0GS17R,DI0GS17R,D30GS17R,D40GS17R,D20GS17R,DS0GS17R,DE0GS17R,DL0GS17R,,,,,
,,,,,,,,,,,,,,,,,,
Student Information,District Count,District Percent,State Count,State Percent,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Graduates (2017-18 Annual Graduates),,,,,,,,,,,,,,,,,,
Total Graduates,DA0GR18N,100.0%,SA0GR18N,100.0%,,,,,,,,,,,,,,
By Ethnicity:,,,,,,,,,,,,,,,,,,
African American,DB0GR18N,DB0GR18R,SB0GR18N,SB0GR18R,,,,,,,,,,,,,,
Hispanic,DH0GR18N,DH0GR18R,SH0GR18N,SH0GR18R,,,,,,,,,,,,,,
White,DW0GR18N,DW0GR18R,SW0GR18N,SW0GR18R,,,,,,,,,,,,,,
American Indian,DI0GR18N,DI0GR18R,SI0GR18N,SI0GR18R,,,,,,,,,,,,,,
Asian,D30GR18N,D30GR18R,S30GR18N,S30GR18R,,,,,,,,,,,,,,
Pacific Islander,D40GR18N,D40GR18R,S40GR18N,S40GR18R,,,,,,,,,,,,,,
Two or More Races,D20GR18N,D20GR18R,S20GR18N,S20GR18R,,,,,,,,,,,,,,
By Graduation Type:,,,,,,,,,,,,,,,,,,
Minimum H.S. Program,DA0GM18N,DA0GM18P,SA0GM18N,SA0GM18P,,,,,,,,,,,,,,
Recommended H.S. Program/DAP,DA0GH18N,DA0GH18P,SA0GH18N,SA0GH18P,,,,,,,,,,,,,,
Foundation H.S. Program (No Endorsement),DA0GN18N,DA0GN18P,SA0GN18N,SA0GN18P,,,,,,,,,,,,,,
Foundation H.S. Program (Endorsement),DA0GE18N,DA0GE18P,SA0GE18N,SA0GE18P,,,,,,,,,,,,,,
Foundation H.S. Program (DLA),DA0GA18N,DA0GA18P,SA0GA18N,SA0GA18P,,,,,,,,,,,,,,
Special Education Graduates,DS0GR18N,DS0GR18R,SS0GR18N,SS0GR18R,,,,,,,,,,,,,,
Economically Disadvantaged Graduates,DE0GR18N,DE0GR18R,SE0GR18N,SE0GR18R,,,,,,,,,,,,,,
LEP Graduates,DL0GR18N,DL0GR18R,SL0GR18N,SL0GR18R,,,,,,,,,,,,,,
At-Risk Graduates,DR0GR18N,DR0GR18R,SR0GR18N,SR0GR18R,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,State,Region ##,District,African American,Hispanic,White,American Indian,Asian,Pacific Islander,Two or More Races,Special Ed,Econ Disadv,EL (Current),,,,,
"College, Career, and Military Ready Graduates (Student Achievement) ***",,,,,,,,,,,,,,,,,,
"College, Career, and
2017-18","Military Ready (Annual
SA0GP18R","Graduates)
RA0GP18R",DA0GP18R,DB0GP18R,DH0GP18R,DW0GP18R,DI0GP18R,D30GP18R,D40GP18R,D20GP18R,DS0GP18R,DE0GP18R,DL0GP18R,,,,,
College Ready Graduates ***,,,,,,,,,,,,,,,,,,
"College Ready (Annual
2017-18","Graduates)
SA1GG18R",RA1GG18R,DA1GG18R,DB1GG18R,DH1GG18R,DW1GG18R,DI1GG18R,D31GG18R,D41GG18R,D21GG18R,DS1GG18R,DE1GG18R,DL1GG18R,,,,,
TSI Criteria Graduates (Annual Graduates),,,,,,,,,,,,,,,,,,
"English Language
2017-18","Arts
SACRR18R",RACRR18R,DACRR18R,"DBCRR18R
:unselected:","DHCRR18R
:unselected:","DWCRR18R
:unselected:","DICRR18R
:unselected:",D3CRR18R,"D4CRR18R
:unselected:",D2CRR18R,"DSCRR18R
:unselected:","DECRR18R
:unselected:","DLCRR18R
:unselected:",,,,,
Mathematics 2017-18,SACRM18R,RACRM18R,DACRM18R,"DBCRM18R
:unselected:",DHCRM18R,DWCRM18R,"DICRM18R
:unselected:",D3CRM18R,D4CRM18R,D2CRM18R,"DSCRM18R
:unselected:","DECRM18R
:unselected:","DLCRM18R
:unselected:",,,,,
Both Subjects 2017-18,SACRB18R,RACRB18R,DACRB18R,"DBCRB18R
:unselected:",DHCRB18R,DWCRB18R,DICRB18R,D3CRB18R,D4CRB18R,D2CRB18R,"DSCRB18R
:unselected:","DECRB18R
:unselected:",DLCRB18R,,,,,
"Either Subject
2017-18","(download only)
SACRE18R",RACRE18R,DACRE18R,DBCRE18R,DHCRE18R,DWCRE18R,"DICRE18R
:unselected:",D3CRE18R,D4CRE18R,D2CRE18R,"DSCRE18R
:unselected:",DECRE18R,DLCRE18R,,,,,
"Dual Course Credits
Any Subject 2017-18 2016-17","(Annual Graduates)
SA0GUA18R SA0GUA17R",RA0GUA18R RA0GUA17R,DA0GUA18R DA0GUA17R,"DB0GUA18R DB0GUA17R
:unselected:","DH0GUA18R DH0GUA17R
:unselected:
:unselected:",DW0GUA18R DW0GUA17R,"DI0GUA18R DI0GUA17R
:unselected:
:unselected:","D30GUA18R D30GUA17R
:unselected:
:unselected:","D40GUA18R D40GUA17R
:unselected:
:unselected:",D20GUA18R D20GUA17R,"DS0GUA18R DS0GUA17R
:unselected:
:unselected:","DE0GUA18R DE0GUA17R
:unselected:
:unselected:","DL0GUA18R DL0GUA17R
:unselected:
:unselected:",,,,,
AP/IB Met Criteria in Any Subject (Annual Graduates),,,,,,,,,,,,,,,,,,
Any Subject 2017-18 2016-17,SA0GY18R SA0GY17R,RA0GY18R RA0GY17R,DA0GY18R DA0GY17R,"DB0GY18R DB0GY17R
:unselected:","DH0GY18R DH0GY17R
:unselected:
:unselected:",DW0GY18R DW0GY17R,"DI0GY18R DI0GY17R
:unselected:
:unselected:",D30GY18R D30GY17R,"D40GY18R D40GY17R
:unselected:",D20GY18R D20GY17R,"DS0GY18R DS0GY17R
:unselected:
:unselected:","DE0GY18R DE0GY17R
:unselected:
:unselected:","DL0GY18R DL0GY17R
:unselected:
:unselected:",,,,,
Associate's Degree,,,,,,,,,,,,,,,,,,
Associate's Degree (Annual Graduates),,,,,,,,,,,,,,,,,,
2017-18,SA0GJ18R,RA0GJ18R,DA0GJ18R,DB0GJ18R,DH0GJ18R,DW0GJ18R,DI0GJ18R,D30GJ18R,"D40GJ18R
:unselected:",D20GJ18R,"DS0GJ18R
:unselected:","DE0GJ18R
:unselected:","DL0GJ18R
:unselected:",,,,,
2016-17,SA0GJ17R,RA0GJ17R,"DA0GJ17R
:unselected:",DB0GJ17R,DH0GJ17R,DW0GJ17R,DI0GJ17R,D30GJ17R,"D40GJ17R
:unselected:",D20GJ17R,"DS0GJ17R
:unselected:","DE0GJ17R
:unselected:","DL0GJ17R
:unselected:",,,,,
OnRamps Course Credits (Annual Graduates),,,,,,,,,,,,,,,,,,
2017-18,SA0GZ18R,RA0GZ18R,DA0GZ18R,DB0GZ18R,DH0GZ18R,DW0GZ18R,DI0GZ18R,D30GZ18R,D40GZ18R,D20GZ18R,DS0GZ18R,DE0GZ18R,DL0GZ18R,,,,,
Career/Military Ready Graduates,,,,,,,,,,,,,,,,,,
Career or Military Ready (Annual Graduates),,,,,,,,,,,,,,,,,,
2017-18 2016-17,SA3GG18R SA3GG17R,RA3GG18R RA3GG17R,DA3GG18R DA3GG17R,DB3GG18R DB3GG17R,DH3GG18R DH3GG17R,DW3GG18R DW3GG17R,DI3GG18R DI3GG17R,D33GG18R D33GG17R,D43GG18R D43GG17R,D23GG18R D23GG17R,DS3GG18R DS3GG17R,DE3GG18R DE3GG17R,DL3GG18R DL3GG17R,,,,,
"Approved Industry-Based Certification (Annual
2017-18 SA0GI18R",,"Graduates)
RA0GI18R",DA0GI18R,DB0GI18R,DH0GI18R,DW0GI18R,DI0GI18R,D30GI18R,D40GI18R,D20GI18R,DS0GI18R,DE0GI18R,DL0GI18R,,,,,
2016-17,SA0GI17R,RA0GI17R,DA0GI17R,DB0GI17R,DH0GI17R,DW0GI17R,DI0GI17R,D30GI17R,D40GI17R,D20GI17R,DS0GI17R,DE0GI17R,DL0GI17R,,,,,
Graduate with Completed IEP and Workforce Readiness (Annual Graduates),,,,,,,,,,,,,,,,,,
2017-18,SA0GW18R,RA0GW18R,DA0GW18R,DB0GW18R,DH0GW18R,DW0GW18R,DI0GW18R,D30GW18R,D40GW18R,D20GW18R,DS0GW18R,DE0GW18R,DL0GW18R,,,,,
2016-17,SA0GW17R,RA0GW17R,DA0GW17R,DB0GW17R,DH0GW17R,DW0GW17R,DI0GW17R,D30GW17R,D40GW17R,D20GW17R,DS0GW17R,DE0GW17R,DL0GW17R,,,,,
CTE Coherent Sequence Coursework Aligned with Industry-Based Certifications (Annual Graduates),,,,,,,,,,,,,,,,,,
2017-18,SA0GK18R,RA0GK18R,DA0GK18R,DB0GK18R,DH0GK18R,DW0GK18R,DI0GK18R,D30GK18R,D40GK18R,D20GK18R,DS0GK18R,DE0GK18R,DL0GK18R,,,,,
2016-17,SA0GK17R,RA0GK17R,DA0GK17R,DB0GK17R,DH0GK17R,DW0GK17R,DI0GK17R,D30GK17R,D40GK17R,D20GK17R,DS0GK17R,DE0GK17R,DL0GK17R,,,,,
U.S. Armed Forces Enlistment (Annual Graduates),,,,,,,,,,,,,,,,,,
2017-18,SA0GL18R,RA0GL18R,DA0GL18R,DB0GL18R,DH0GL18R,DW0GL18R,DI0GL18R,D30GL18R,D40GL18R,D20GL18R,DS0GL18R,DE0GL18R,DL0GL18R,,,,,
2016-17,SA0GL17R,RA0GL17R,DA0GL17R,DB0GL17R,DH0GL17R,DW0GL17R,DI0GL17R,D30GL17R,D40GL17R,D20GL17R,DS0GL17R,DE0GL17R,DL0GL17R,,,,,
,,,,,,,,,,,,,,,,,,
,State,Region ##,District,African American,Hispanic,White,American Indian,Asian,Pacific Islander,Two or More Races,Special Ed,Econ Disadv,EL (Current),,,,,
"2017-18 SASGA18R
Graduates under an Advanced Degree Plan and",,"RASGA18R
Identified as a","DASGA18R
current Special","DBSGA18R
Education Student","DHSGA18R
(Annual Graduates)",DWSGA18R,DISGA18R,D3SGA18R,D4SGA18R,D2SGA18R,DSSGA18R,DESGA18R,DLSGA18R,,,,,
"Graduates with Level I or
2017-18","Level II Certificate
SA3G418R","(Annual Graduates)
RA3G418R",DA3G418R,DB3G418R,DH3G418R,DW3G418R,DI3G418R,D33G418R,D43G418R,D23G418R,DS3G418R,DE3G418R,DL3G418R,,,,,
TSIA Results (Graduates >= Criterion) (Annual Graduates),,,,,,,,,,,,,,,,,,
Reading 2017-18 2016-17,SAEGT18R SAEGT17R,RAEGT18R RAEGT17R,DAEGT18R DAEGT17R,DBEGT18R DBEGT17R,DHEGT18R DHEGT17R,DWEGT18R DWEGT17R,DIEGT18R DIEGT17R,D3EGT18R D3EGT17R,D4EGT18R D4EGT17R,D2EGT18R D2EGT17R,DSEGT18R DSEGT17R,DEEGT18R DEEGT17R,DLEGT18R DLEGT17R,,,,,
Mathematics 2017-18,SAMGT18R,RAMGT18R,DAMGT18R,DBMGT18R,DHMGT18R,DWMGT18R,DIMGT18R,D3MGT18R,D4MGT18R,D2MGT18R,DSMGT18R,DEMGT18R,DLMGT18R,,,,,
2016-17,SAMGT17R,RAMGT17R,DAMGT17R,DBMGT17R,DHMGT17R,DWMGT17R,DIMGT17R,D3MGT17R,D4MGT17R,D2MGT17R,DSMGT17R,DEMGT17R,DLMGT17R,,,,,
Both Subjects 2017-18,SABGT18R,RABGT18R,DABGT18R,DBBGT18R,DHBGT18R,DWBGT18R,DIBGT18R,D3BGT18R,D4BGT18R,D2BGT18R,DSBGT18R,DEBGT18R,DLBGT18R,,,,,
2016-17,SABGT17R,RABGT17R,DABGT17R,DBBGT17R,DHBGT17R,DWBGT17R,DIBGT17R,D3BGT17R,D4BGT17R,D2BGT17R,DSBGT17R,DEBGT17R,DLBGT17R,,,,,
CTE Coherent Sequence (Annual Graduates),,,,,,,,,,,,,,,,,,
2017-18,SA0GV18R,RA0GV18R,DA0GV18R,DB0GV18R,DH0GV18R,DW0GV18R,DI0GV18R,D30GV18R,D40GV18R,D20GV18R,DS0GV18R,DE0GV18R,DL0GV18R,,,,,
2016-17,SA0GV17R,RA0GV17R,DA0GV17R,DB0GV17R,DH0GV17R,DW0GV17R,DI0GV17R,D30GV17R,D40GV17R,D20GV17R,DS0GV17R,DE0GV17R,DL0GV17R,,,,,
Completed and Received Credit for College Prep Courses (Annual Graduates),,,,,,,,,,,,,,,,,,
English Language Arts 2017-18 2016-17,SAEGC18R SAEGC17R,RAEGC18R RAEGC17R,DAEGC18R DAEGC17R,DBEGC18R DBEGC17R,DHEGC18R DHEGC17R,DWEGC18R DWEGC17R,DIEGC18R DIEGC17R,D3EGC18R D3EGC17R,D4EGC18R D4EGC17R,D2EGC18R D2EGC17R,DSEGC18R DSEGC17R,DEEGC18R DEEGC17R,DLEGC18R DLEGC17R,,,,,
Mathematics 2017-18 2016-17,SAMGC18R SAMGC17R,RAMGC18R RAMGC17R,DAMGC18R DAMGC17R,DBMGC18R DBMGC17R,DHMGC18R DHMGC17R,DWMGC18R DWMGC17R,DIMGC18R DIMGC17R,D3MGC18R D3MGC17R,D4MGC18R D4MGC17R,D2MGC18R D2MGC17R,DSMGC18R DSMGC17R,DEMGC18R DEMGC17R,DLMGC18R DLMGC17R,,,,,
Both Subjects 2017-18,SABGC18R,RABGC18R,DABGC18R,DBBGC18R,DHBGC18R,DWBGC18R,DIBGC18R,D3BGC18R,D4BGC18R,D2BGC18R,DSBGC18R,DEBGC18R,DLBGC18R,,,,,
2016-17,SABGC17R,RABGC17R,DABGC17R,DBBGC17R,DHBGC17R,DWBGC17R,DIBGC17R,D3BGC17R,D4BGC17R,D2BGC17R,DSBGC17R,DEBGC17R,DLBGC17R,,,,,
AP/IB Results (Participation) (Grades 11-12),,,,,,,,,,,,,,,,,,
All Subjects 2018,SA0BTA18R,RA0BTA18R,DA0BTA18R,DB0BTA18R,DH0BTA18R,DW0BTA18R,DI0BTA18R,D30BTA18R,D40BTA18R,D20BTA18R,n/a,DE0BTA18R,n/a,,,,,
2017,SA0BTA17R,RA0BTA17R,DA0BTA17R,DB0BTA17R,DH0BTA17R,DW0BTA17R,DI0BTA17R,D30BTA17R,D40BTA17R,D20BTA17R,n/a,DE0BTA17R,n/a,,,,,
English Language Arts 2018,SA0BTE18R,RA0BTE18R,DA0BTE18R,DB0BTE18R,DH0BTE18R,DW0BTE18R,DI0BTE18R,D30BTE18R,D40BTE18R,D20BTE18R,n/a,DE0BTE18R,n/a,,,,,
2017,SA0BTE17R,RA0BTE17R,DA0BTE17R,DB0BTE17R,DH0BTE17R,DW0BTE17R,DI0BTE17R,D30BTE17R,D40BTE17R,D20BTE17R,n/a,DE0BTE17R,n/a,,,,,
Mathematics 2018,SA0BTM18R,RA0BTM18R,DA0BTM18R,DB0BTM18R,DH0BTM18R,DW0BTM18R,DI0BTM18R,D30BTM18R,D40BTM18R,D20BTM18R,n/a,DE0BTM18R,n/a,,,,,
2017,SA0BTM17R,RA0BTM17R,DA0BTM17R,DB0BTM17R,DH0BTM17R,DW0BTM17R,DI0BTM17R,D30BTM17R,D40BTM17R,D20BTM17R,n/a,DE0BTM17R,n/a,,,,,
Science,,,,,,,,,,,,,,,,,,
2018,SA0BTC18R,RA0BTC18R,DA0BTC18R,DB0BTC18R,DH0BTC18R,DW0BTC18R,DI0BTC18R,D30BTC18R,D40BTC18R,D20BTC18R,n/a,DE0BTC18R,n/a,,,,,
2017,SA0BTC17R,RA0BTC17R,DA0BTC17R,DB0BTC17R,DH0BTC17R,DW0BTC17R,DI0BTC17R,D30BTC17R,D40BTC17R,D20BTC17R,n/a,DE0BTC17R,n/a,,,,,
Social Studies 2018,SA0BTS18R,RA0BTS18R,DA0BTS18R,DB0BTS18R,DH0BTS18R,DW0BTS18R,DI0BTS18R,D30BTS18R,D40BTS18R,D20BTS18R,n/a,DE0BTS18R,n/a,,,,,
2017,SA0BTS17R,RA0BTS17R,DA0BTS17R,DB0BTS17R,DH0BTS17R,DW0BTS17R,DI0BTS17R,D30BTS17R,D40BTS17R,D20BTS17R,n/a,DE0BTS17R,n/a,,,,,
,,,,,,,,,,,,,,,,,,
,State,Region ##,District,African American,Hispanic,White,American Indian,Asian,Pacific Islander,Two or More Races,Special Ed,Econ Disadv,EL (Current),,,,,
AP/IB Results (Examinees >= Criterion) (Grades 11-12),,,,,,,,,,,,,,,,,,
All Subjects,,,,,,,,,,,,,,,,,,
2018,SA0BKA18R,RA0BKA18R,DA0BKA18R,DB0BKA18R,DH0BKA18R,DW0BKA18R,DI0BKA18R,D30BKA18R,D40BKA18R,D20BKA18R,n/a,DE0BKA18R,n/a,,,,,
2017,SA0BKA17R,RA0BKA17R,DA0BKA17R,DB0BKA17R,DH0BKA17R,DW0BKA17R,DI0BKA17R,D30BKA17R,D40BKA17R,D20BKA17R,n/a,DE0BKA17R,n/a,,,,,
English Language Arts 2018,SA0BKE18R,RA0BKE18R,DA0BKE18R,DB0BKE18R,DH0BKE18R,DW0BKE18R,DI0BKE18R,D30BKE18R,D40BKE18R,D20BKE18R,n/a,DE0BKE18R,n/a,,,,,
2017,SA0BKE17R,RA0BKE17R,DA0BKE17R,DB0BKE17R,DH0BKE17R,DW0BKE17R,DI0BKE17R,D30BKE17R,D40BKE17R,D20BKE17R,n/a,DE0BKE17R,n/a,,,,,
Mathematics 2018,SA0BKM18R,RA0BKM18R,DA0BKM18R,DB0BKM18R,DH0BKM18R,DW0BKM18R,DI0BKM18R,D30BKM18R,D40BKM18R,D20BKM18R,n/a,DE0BKM18R,n/a,,,,,
2017,SA0BKM17R,RA0BKM17R,DA0BKM17R,DB0BKM17R,DH0BKM17R,DW0BKM17R,DI0BKM17R,D30BKM17R,D40BKM17R,D20BKM17R,n/a,DE0BKM17R,n/a,,,,,
Science 2018,SA0BKC18R,RA0BKC18R,DA0BKC18R,DB0BKC18R,DH0BKC18R,DW0BKC18R,DI0BKC18R,D30BKC18R,D40BKC18R,D20BKC18R,n/a,DE0BKC18R,n/a,,,,,
2017,SA0BKC17R,RA0BKC17R,DA0BKC17R,DB0BKC17R,DH0BKC17R,DW0BKC17R,DI0BKC17R,D30BKC17R,D40BKC17R,D20BKC17R,n/a,DE0BKC17R,n/a,,,,,
Social Studies,,,,,,,,,,,,,,,,,,
2018,SA0BKS18R,RA0BKS18R,DA0BKS18R,DB0BKS18R,DH0BKS18R,DW0BKS18R,DI0BKS18R,D30BKS18R,D40BKS18R,D20BKS18R,n/a,DE0BKS18R,n/a,,,,,
2017,SA0BKS17R,RA0BKS17R,DA0BKS17R,DB0BKS17R,DH0BKS17R,DW0BKS17R,DI0BKS17R,D30BKS17R,D40BKS17R,D20BKS17R,n/a,DE0BKS17R,n/a,,,,,
SAT/ACT Results (Annual Graduates)***,,,,,,,,,,,,,,,,,,
Tested,,,,,,,,,,,,,,,,,,
2017-18,SA0CT18R,RA0CT18R,DA0CT18R,DB0CT18R,DH0CT18R,DW0CT18R,DI0CT18R,D30CT18R,D40CT18R,D20CT18R,n/a,DE0CT18R,n/a,,,,,
2016-17,SA0CT17R,RA0CT17R,DA0CT17R,DB0CT17R,DH0CT17R,DW0CT17R,DI0CT17R,D30CT17R,D40CT17R,D20CT17R,n/a,DE0CT17R,n/a,,,,,
At/Above Criterion 2017-18,SA0CC18R,RA0CC18R,DA0CC18R,DB0CC18R,DH0CC18R,DW0CC18R,DI0CC18R,D30CC18R,D40CC18R,D20CC18R,n/a,DE0CC18R,n/a,,,,,
Average SAT Score (Annual Graduates)***,,,,,,,,,,,,,,,,,,
All Subjects 2017-18,SA0CSA18R,RA0CSA18R,DA0CSA18R,DB0CSA18R,DH0CSA18R,DW0CSA18R,DI0CSA18R,D30CSA18R,D40CSA18R,D20CSA18R,n/a,DE0CSA18R,n/a,,,,,
"English Language Arts and
2017-18","Writing
SA0CSE18R",RA0CSE18R,DA0CSE18R,DB0CSE18R,DH0CSE18R,DW0CSE18R,DI0CSE18R,D30CSE18R,D40CSE18R,D20CSE18R,n/a,DE0CSE18R,n/a,,,,,
Mathematics 2017-18,SA0CSM18R,RA0CSM18R,DA0CSM18R,DB0CSM18R,DH0CSM18R,DW0CSM18R,DI0CSM18R,D30CSM18R,D40CSM18R,D20CSM18R,n/a,DE0CSM18R,n/a,,,,,
Average ACT Score (Annual Graduates)***,,,,,,,,,,,,,,,,,,
All Subjects 2017-18,SA0CAA18R,RA0RAA18R,DA0CAA18R,DB0CAA18R,DH0CAA18R,DW0CAA18R,DI0CAA18R,D30CAA18R,D40CAA18R,D20CAA18R,n/a,DE0CAA18R,n/a,,,,,
English Language Arts 2017-18,SA0CAE18R,RA0RAE18R,DA0CAE18R,DB0CAE18R,DH0CAE18R,DW0CAE18R,DI0CAE18R,D30CAE18R,D40CAE18R,D20CAE18R,n/a,DE0CAE18R,n/a,,,,,
Mathematics 2017-18,SA0CAM18R,RA0RAM18R,DA0CAM18R,DB0CAM18R,DH0CAM18R,DW0CAM18R,DI0CAM18R,D30CAM18R,D40CAM18R,D20CAM18R,n/a,DE0CAM18R,n/a,,,,,
Science 2017-18,SA0CAC18R,RA0RAC18R,DA0CAC18R,DB0CAC18R,DH0CAC18R,DW0CAC18R,DI0CAC18R,D30CAC18R,D40CAC18R,D20CAC18R,n/a,DE0CAC18R,n/a,,,,,
,,,,,,,,,,,,,,,,,,
,State,Region ##,District,African American,Hispanic,White,American Indian,Asian,Pacific Islander,Two or More Races,Special Ed,Econ Disadv,EL (Current),,,,,
Advanced/Dual-Credit Course Completion (Grades 9-12),,,,,,,,,,,,,,,,,,
Any Subject 2017-18 2016-17,SA9AD18R SA9AD17R,RA9AD18R RA9AD17R,DA9AD18R DA9AD17R,DB9AD18R DB9AD17R,DH9AD18R DH9AD17R,DW9AD18R DW9AD17R,DI9AD18R DI9AD17R,D39AD18R D39AD17R,D49AD18R D49AD17R,D29AD18R D29AD17R,DS9AD18R DS9AD17R,DE9AD18R DE9AD17R,DL9AD18R DL9AD17R,,,,,
English Language Arts 2017-18 2016-17,SA9ADE18R SA9ADE17R,RA9ADE18R RA9ADE17R,DA9ADE18R DA9ADE17R,DB9ADE18R DB9ADE17R,DH9ADE18R DH9ADE17R,DW9ADE18R DW9ADE17R,DI9ADE18R DI9ADE17R,D39ADE18R D39ADE17R,D49ADE18R D49ADE17R,D29ADE18R D29ADE17R,DS9ADE18R DS9ADE17R,DE9ADE18R DE9ADE17R,DL9ADE18R DL9ADE17R,,,,,
Mathematics 2017-18 2016-17,SA9ADM18R SA9ADM17R,RA9ADM18R RA9ADM17R,DA9ADM18R DA9ADM17R,DB9ADM18R DB9ADM17R,DH9ADM18R DH9ADM17R,DW9ADM18R DW9ADM17R,DI9ADM18R DI9ADM17R,D39ADM18R D39ADM17R,D49ADM18R D49ADM17R,D29ADM18R D29ADM17R,DS9ADM18R DS9ADM17R,DE9ADM18R DE9ADM17R,DL9ADM18R DL9ADM17R,,,,,
Science 2017-18,SA9ADC18R,RA9ADC18R,DA9ADC18R,DB9ADC18R,DH9ADC18R,DW9ADC18R,DI9ADC18R,D39ADC18R,D49ADC18R,D29ADC18R,DS9ADC18R,DE9ADC18R,DL9ADC18R,,,,,
2016-17,SA9ADC17R,RA9ADC17R,DA9ADC17R,DB9ADC17R,DH9ADC17R,DW9ADC17R,DI9ADC17R,D39ADC17R,D49ADC17R,D29ADC17R,DS9ADC17R,DE9ADC17R,DL9ADC17R,,,,,
Social Studies 2017-18,SA9ADS18R,RA9ADS18R,DA9ADS18R,DB9ADS18R,DH9ADS18R,DW9ADS18R,DI9ADS18R,D39ADS18R,D49ADS18R,D29ADS18R,DS9ADS18R,DE9ADS18R,DL9ADS18R,,,,,
2016-17,SA9ADS17R,RA9ADS17R,DA9ADS17R,DB9ADS17R,DH9ADS17R,DW9ADS17R,DI9ADS17R,D39ADS17R,D49ADS17R,D29ADS17R,DS9ADS17R,DE9ADS17R,DL9ADS17R,,,,,
Graduates Enrolled in Texas Institution of Higher Education (TX IHE),,,,,,,,,,,,,,,,,,
2016-17,SAHEE18R,RAHEE18R,DAHEE18R,DBHEE18R,DHHEE18R,DWHEE18R,DIHEE18R,D3HEE18R,D4HEE18R,D2HEE18R,DSHEE18R,DEHEE18R,DLHEE18R,,,,,
