DISTRICT,DD000A001221R,DD000A001321R,DD000A001S21R,DD000AC01221R,DD000AC01321R,DD000AC01S21R,DD000AM01221R,DD000AM01321R,DD000AM01S21R,DD000AR01221R,DD000AR01321R,DD000AR01S21R,DD000AS01221R,DD000AS01321R,DD000AS01S21R,DD000AW01221R,DD000AW01321R,DD000AW01S21R,DD200A001221R,DD200A001321R,DD200A001S21R,DD200AC01221R,DD200AC01321R,DD200AC01S21R,DD200AM01221R,DD200AM01321R,DD200AM01S21R,DD200AR01221R,DD200AR01321R,DD200AR01S21R,DD200AS01221R,DD200AS01321R,DD200AS01S21R,DD200AW01221R,DD200AW01321R,DD200AW01S21R,DD300A001221R,DD300A001321R,DD300A001S21R,DD300AC01221R,DD300AC01321R,DD300AC01S21R,DD300AM01221R,DD300AM01321R,DD300AM01S21R,DD300AR01221R,DD300AR01321R,DD300AR01S21R,DD300AS01221R,DD300AS01321R,DD300AS01S21R,DD300AW01221R,DD300AW01321R,DD300AW01S21R,DD400A001221R,DD400A001321R,DD400A001S21R,DD400AC01221R,DD400AC01321R,DD400AC01S21R,DD400AM01221R,DD400AM01321R,DD400AM01S21R,DD400AR01221R,DD400AR01321R,DD400AR01S21R,DD400AS01221R,DD400AS01321R,DD400AS01S21R,DD400AW01221R,DD400AW01321R,DD400AW01S21R,DDA00A001221R,DDA00A001321R,DDA00A001S21R,DDA00AC01221R,DDA00AC01321R,DDA00AC01S21R,DDA00AM01221R,DDA00AM01321R,DDA00AM01S21R,DDA00AR01221R,DDA00AR01321R,DDA00AR01S21R,DDA00AS01221R,DDA00AS01321R,DDA00AS01S21R,DDA00AW01221R,DDA00AW01321R,DDA00AW01S21R,DDB00A001221R,DDB00A001321R,DDB00A001S21R,DDB00AC01221R,DDB00AC01321R,DDB00AC01S21R,DDB00AM01221R,DDB00AM01321R,DDB00AM01S21R,DDB00AR01221R,DDB00AR01321R,DDB00AR01S21R,DDB00AS01221R,DDB00AS01321R,DDB00AS01S21R,DDB00AW01221R,DDB00AW01321R,DDB00AW01S21R,DDE00A001221R,DDE00A001321R,DDE00A001S21R,DDE00AC01221R,DDE00AC01321R,DDE00AC01S21R,DDE00AM01221R,DDE00AM01321R,DDE00AM01S21R,DDE00AR01221R,DDE00AR01321R,DDE00AR01S21R,DDE00AS01221R,DDE00AS01321R,DDE00AS01S21R,DDE00AW01221R,DDE00AW01321R,DDE00AW01S21R,DDF00A001221R,DDF00A001321R,DDF00A001S21R,DDF00AC01221R,DDF00AC01321R,DDF00AC01S21R,DDF00AM01221R,DDF00AM01321R,DDF00AM01S21R,DDF00AR01221R,DDF00AR01321R,DDF00AR01S21R,DDF00AS01221R,DDF00AS01321R,DDF00AS01S21R,DDF00AW01221R,DDF00AW01321R,DDF00AW01S21R,DDH00A001221R,DDH00A001321R,DDH00A001S21R,DDH00AC01221R,DDH00AC01321R,DDH00AC01S21R,DDH00AM01221R,DDH00AM01321R,DDH00AM01S21R,DDH00AR01221R,DDH00AR01321R,DDH00AR01S21R,DDH00AS01221R,DDH00AS01321R,DDH00AS01S21R,DDH00AW01221R,DDH00AW01321R,DDH00AW01S21R,DDI00A001221R,DDI00A001321R,DDI00A001S21R,DDI00AC01221R,DDI00AC01321R,DDI00AC01S21R,DDI00AM01221R,DDI00AM01321R,DDI00AM01S21R,DDI00AR01221R,DDI00AR01321R,DDI00AR01S21R,DDI00AS01221R,DDI00AS01321R,DDI00AS01S21R,DDI00AW01221R,DDI00AW01321R,DDI00AW01S21R,DDL00A001221R,DDL00A001321R,DDL00A001S21R,DDL00AC01221R,DDL00AC01321R,DDL00AC01S21R,DDL00AM01221R,DDL00AM01321R,DDL00AM01S21R,DDL00AR01221R,DDL00AR01321R,DDL00AR01S21R,DDL00AS01221R,DDL00AS01321R,DDL00AS01S21R,DDL00AW01221R,DDL00AW01321R,DDL00AW01S21R,DDM00A001221R,DDM00A001321R,DDM00A001S21R,DDM00AC01221R,DDM00AC01321R,DDM00AC01S21R,DDM00AM01221R,DDM00AM01321R,DDM00AM01S21R,DDM00AR01221R,DDM00AR01321R,DDM00AR01S21R,DDM00AS01221R,DDM00AS01321R,DDM00AS01S21R,DDM00AW01221R,DDM00AW01321R,DDM00AW01S21R,DDR00A001221R,DDR00A001321R,DDR00A001S21R,DDR00AC01221R,DDR00AC01321R,DDR00AC01S21R,DDR00AM01221R,DDR00AM01321R,DDR00AM01S21R,DDR00AR01221R,DDR00AR01321R,DDR00AR01S21R,DDR00AS01221R,DDR00AS01321R,DDR00AS01S21R,DDR00AW01221R,DDR00AW01321R,DDR00AW01S21R,DDS00A001221R,DDS00A001321R,DDS00A001S21R,DDS00AC01221R,DDS00AC01321R,DDS00AC01S21R,DDS00AM01221R,DDS00AM01321R,DDS00AM01S21R,DDS00AR01221R,DDS00AR01321R,DDS00AR01S21R,DDS00AS01221R,DDS00AS01321R,DDS00AS01S21R,DDS00AW01221R,DDS00AW01321R,DDS00AW01S21R,DDW00A001221R,DDW00A001321R,DDW00A001S21R,DDW00AC01221R,DDW00AC01321R,DDW00AC01S21R,DDW00AM01221R,DDW00AM01321R,DDW00AM01S21R,DDW00AR01221R,DDW00AR01321R,DDW00AR01S21R,DDW00AS01221R,DDW00AS01321R,DDW00AS01S21R,DDW00AW01221R,DDW00AW01321R,DDW00AW01S21R,DISTNAME,DNC00A001221R,DNC00A001321R,DNC00A001S21R,DNC00AC01221R,DNC00AC01321R,DNC00AC01S21R,DNC00AM01221R,DNC00AM01321R,DNC00AM01S21R,DNC00AR01221R,DNC00AR01321R,DNC00AR01S21R,DNC00AS01221R,DNC00AS01321R,DNC00AS01S21R,DNC00AW01221R,DNC00AW01321R,DNC00AW01S21R,DNM00A001221R,DNM00A001321R,DNM00A001S21R,DNM00AC01221R,DNM00AC01321R,DNM00AC01S21R,DNM00AM01221R,DNM00AM01321R,DNM00AM01S21R,DNM00AR01221R,DNM00AR01321R,DNM00AR01S21R,DNM00AS01221R,DNM00AS01321R,DNM00AS01S21R,DNM00AW01221R,DNM00AW01321R,DNM00AW01S21R,DNS00A001221R,DNS00A001321R,DNS00A001S21R,DNS00AC01221R,DNS00AC01321R,DNS00AC01S21R,DNS00AM01221R,DNS00AM01321R,DNS00AM01S21R,DNS00AR01221R,DNS00AR01321R,DNS00AR01S21R,DNS00AS01221R,DNS00AS01321R,DNS00AS01S21R,DNS00AW01221R,DNS00AW01321R,DNS00AW01S21R
"'170906",25,9,55,29,10,63,25,10,57,24,8,52,30,14,58,17,2,43,58,28,76,62,37,82,55,27,76,62,28,78,73,41,89,37,10,57,65,40,90,76,52,96,62,43,90,63,36,88,94,76,100,45,5,86,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,48,23,73,57,33,81,43,21,72,48,20,72,63,42,84,32,8,61,33,8,62,45,10,70,24,5,56,35,7,64,43,20,72,23,6,49,34,14,62,43,19,72,30,12,60,35,12,60,49,30,72,21,4,48,49,23,75,56,31,81,41,19,72,52,23,76,61,39,83,38,10,66,36,15,64,44,20,73,31,13,63,35,12,62,51,33,75,23,4,52,29,8,62,25,0,75,29,4,68,30,9,64,50,38,63,0,0,0,18,6,48,19,5,56,21,7,52,17,5,44,20,8,47,11,1,36,47,23,71,58,34,81,44,22,72,44,18,68,65,45,84,26,6,56,25,8,54,34,12,66,20,6,53,23,5,50,43,23,69,11,2,36,22,9,40,27,10,48,22,9,42,20,7,36,35,15,56,13,5,24,56,29,80,67,42,87,51,26,78,57,26,78,71,49,89,38,10,67,"MAGNOLIA ISD",49,24,74,58,34,81,44,21,73,48,20,72,64,43,84,32,7,61,45,22,72,54,30,80,40,20,70,47,20,71,60,39,82,33,9,60,48,22,75,54,28,82,54,23,79,44,19,75,67,52,81,25,7,57
"'170907",19,6,51,17,3,56,19,5,50,21,8,52,24,7,58,13,1,43,48,24,71,73,27,73,39,24,69,56,31,77,44,0,67,33,13,60,0,0,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,31,10,61,33,11,69,25,8,58,34,11,61,43,20,72,23,4,53,32,10,61,29,0,43,30,30,50,40,7,73,17,0,67,-1,-1,-1,26,9,57,29,10,66,21,7,53,29,9,57,35,16,67,18,3,48,32,11,63,34,12,68,23,7,57,36,13,66,43,17,73,26,6,57,27,8,58,26,7,64,22,6,54,30,10,58,37,18,71,18,3,48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,15,4,46,14,1,52,16,4,45,16,5,47,18,5,51,8,0,35,30,10,60,32,11,70,27,8,59,31,10,57,43,23,72,20,3,48,19,5,49,20,5,58,15,3,46,20,5,48,31,12,62,12,2,38,24,11,41,24,15,51,22,8,39,24,10,38,35,22,52,22,9,34,34,12,64,38,15,74,26,9,60,36,12,63,47,22,74,27,5,57,"SPLENDORA ISD",32,11,62,34,11,69,26,8,58,35,12,62,47,21,75,25,5,55,27,9,58,32,11,70,23,8,56,30,10,58,29,16,64,18,2,48,28,7,59,35,5,65,28,7,62,24,5,54,63,25,88,17,6,44
"'170908",24,8,52,23,7,54,27,10,57,23,7,50,24,10,53,15,3,40,41,15,70,41,14,77,37,15,69,46,16,69,43,19,79,26,2,55,59,32,83,59,30,84,58,34,82,59,29,84,58,42,81,60,31,84,39,20,75,33,17,83,44,31,81,38,6,69,-1,-1,-1,-1,-1,-1,34,13,62,37,14,67,32,13,62,35,12,60,44,22,71,22,5,49,33,11,63,37,11,75,29,12,55,37,11,65,37,14,74,22,5,53,28,9,56,32,11,62,28,10,57,29,8,55,37,17,65,16,3,42,35,13,64,35,13,65,31,13,62,39,14,66,40,19,69,26,7,55,30,10,58,32,11,62,29,11,60,31,9,57,41,19,67,17,4,43,26,5,61,27,9,64,19,0,67,32,8,52,-1,-1,-1,29,0,71,12,3,39,9,2,37,16,5,46,11,3,37,12,4,37,7,1,26,33,12,60,39,14,69,33,14,62,31,10,55,48,25,73,18,4,42,24,7,52,29,9,59,22,6,52,24,5,49,35,16,63,11,2,36,14,4,28,14,4,32,13,5,30,13,3,24,24,7,44,10,3,18,41,17,68,49,20,76,38,17,67,41,16,65,52,29,79,29,7,57,"NEW CANEY ISD",35,13,63,39,14,68,34,14,63,36,12,61,47,24,73,22,6,49,30,11,58,34,14,64,29,11,59,32,11,57,35,17,64,22,5,48,31,13,58,44,21,67,33,16,63,28,9,54,44,24,68,10,2,37
"'171901",31,10,67,29,6,70,40,15,77,28,9,61,29,10,59,18,3,54,44,13,83,43,0,100,47,18,94,43,10,67,-1,-1,-1,60,20,80,45,18,77,50,11,82,51,24,85,40,16,71,57,33,86,28,5,67,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,43,16,74,42,14,78,47,19,81,41,13,71,51,27,76,27,4,59,31,10,64,32,5,64,31,14,74,27,8,58,50,30,60,27,0,55,37,13,70,36,12,74,42,18,77,35,11,66,46,23,70,21,3,54,43,16,76,41,14,77,46,19,82,44,16,75,49,21,73,28,5,65,39,14,73,38,13,76,44,18,79,38,11,69,48,25,73,23,3,56,39,8,66,60,0,80,36,14,71,33,7,60,.,.,.,-1,-1,-1,25,8,62,23,4,65,33,12,73,22,7,55,26,9,54,13,1,45,42,16,73,44,15,79,47,19,80,38,12,67,53,32,79,25,3,53,29,7,66,27,5,71,36,12,75,26,5,60,34,11,64,13,1,45,23,5,47,19,3,49,28,8,58,21,2,40,27,8,52,17,0,26,57,25,83,58,23,85,60,27,88,55,24,80,65,34,85,41,10,73,"DUMAS ISD",45,17,77,45,15,81,49,21,82,43,14,74,53,30,78,28,4,62,31,10,62,30,10,63,34,11,73,29,10,56,42,13,67,20,3,42,36,11,74,18,9,64,41,11,86,36,11,73,-1,-1,-1,20,0,30
"'171902",32,10,72,22,3,70,42,18,79,27,10,64,25,0,70,35,0,81,86,43,100,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,43,17,76,41,16,77,48,21,83,44,18,73,40,15,74,33,7,68,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,41,18,73,41,17,76,46,25,82,41,16,68,23,0,62,38,11,68,43,17,78,44,13,73,47,23,83,46,20,78,33,10,67,35,5,75,41,15,73,37,11,75,47,21,81,39,15,69,41,10,73,33,4,65,57,29,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,12,64,16,0,63,47,23,79,29,10,51,14,0,29,38,0,77,43,17,75,40,18,81,50,20,83,41,15,67,46,20,80,30,8,59,22,6,54,8,0,52,31,13,70,21,5,46,9,0,26,24,2,54,15,6,42,15,5,45,15,5,59,16,7,30,10,0,30,13,13,40,47,21,80,50,25,82,50,22,86,49,22,78,40,23,73,26,9,71,"SUNRAY ISD",42,17,74,38,15,77,48,22,81,43,18,70,34,11,71,31,4,68,49,18,84,53,17,80,49,19,91,47,15,83,61,28,83,38,14,71,33,8,75,.,.,.,-1,-1,-1,60,20,100,.,.,.,-1,-1,-1
"'172902",35,9,64,26,0,63,38,15,62,35,10,59,31,8,62,45,5,85,33,15,60,30,20,60,24,7,50,41,16,71,33,33,56,33,22,56,25,25,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31,11,58,30,9,57,25,9,53,35,12,61,39,20,66,27,6,62,25,10,49,27,12,48,18,7,42,30,11,53,32,15,54,23,8,50,28,10,55,30,9,55,23,9,49,32,10,57,34,18,60,26,6,59,31,11,60,28,9,59,23,7,53,38,13,65,42,24,65,25,6,65,37,9,64,30,2,61,33,12,62,41,10,61,46,15,77,43,7,79,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,35,10,63,28,0,64,38,15,62,32,11,58,31,8,62,45,5,85,31,11,57,33,9,56,27,11,54,32,10,57,37,16,67,29,6,59,19,6,45,19,5,44,18,7,41,21,5,45,21,12,53,15,4,46,26,14,33,31,16,31,22,12,32,26,12,35,32,26,37,28,12,32,33,11,64,36,6,64,30,11,60,34,13,65,44,24,78,22,2,66,"DAINGERFIELD-LONE STAR ISD",32,12,60,32,8,60,27,11,55,35,12,61,41,19,67,26,7,62,27,9,55,25,11,50,21,4,49,32,10,58,32,22,62,29,5,61,18,6,33,-1,-1,-1,17,17,42,21,0,29,-1,-1,-1,-1,-1,-1
"'172905",29,10,67,35,12,76,17,5,55,43,13,76,14,14,57,15,8,69,27,7,65,33,0,56,17,3,60,30,13,73,43,14,71,33,0,58,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36,12,68,41,12,78,27,8,63,43,15,73,32,17,63,33,8,59,21,5,51,19,3,59,10,0,44,31,9,60,24,0,38,19,19,25,32,10,64,35,8,74,23,7,58,40,13,70,24,11,55,31,10,56,38,12,73,35,4,82,27,6,67,49,19,79,29,16,64,45,13,70,33,10,69,43,13,78,24,5,59,43,14,75,21,14,71,19,6,63,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,13,0,53,11,0,56,3,0,39,25,0,66,0,0,40,9,0,64,34,11,64,46,17,75,26,10,60,38,11,68,35,18,62,19,3,47,14,2,47,18,3,51,7,0,43,19,2,52,22,10,49,5,0,33,24,10,34,21,8,29,24,6,34,25,11,37,15,15,38,26,15,30,41,14,73,48,15,85,32,10,68,48,16,77,35,23,68,38,8,64,"PEWITT CISD",37,12,71,43,13,80,28,6,65,45,15,74,34,18,68,35,9,64,32,12,62,38,9,72,25,11,58,39,14,70,27,13,47,26,6,44,37,5,79,-1,-1,-1,50,0,67,43,14,100,-1,-1,-1,-1,-1,-1
"'173901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,44,0,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,43,14,75,50,17,89,51,19,82,44,15,75,24,4,60,24,0,52,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,43,14,76,50,14,93,52,22,83,43,13,75,25,5,65,25,0,45,39,12,71,31,13,81,50,24,74,43,8,78,23,0,46,22,0,56,33,7,71,33,0,100,50,20,75,25,4,71,22,0,67,29,0,29,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,46,16,79,65,20,95,52,16,89,46,21,73,25,8,75,25,0,50,14,5,43,-1,-1,-1,14,14,43,13,0,38,-1,-1,-1,-1,-1,-1,12,5,44,20,0,40,14,14,57,13,0,40,-1,-1,-1,0,0,33,47,17,76,58,23,85,51,20,84,50,18,75,29,7,57,24,0,59,"MOTLEY COUNTY ISD",46,17,77,55,21,86,56,21,85,48,18,79,11,6,50,26,0,53,34,5,71,29,0,100,35,12,71,32,5,64,57,0,86,17,0,50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'174801",65,41,100,-1,-1,-1,83,67,100,67,33,100,.,.,.,-1,-1,-1,71,48,95,-1,-1,-1,88,50,88,75,63,100,.,.,.,-1,-1,-1,94,71,100,-1,-1,-1,100,67,100,100,100,100,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,75,53,96,59,36,95,80,58,97,77,60,97,.,.,.,69,31,95,23,14,91,-1,-1,-1,22,11,89,22,11,89,.,.,.,-1,-1,-1,71,54,100,-1,-1,-1,64,55,100,73,64,100,.,.,.,-1,-1,-1,79,53,99,61,33,100,79,55,98,84,64,100,.,.,.,75,35,95,65,42,95,33,22,89,76,57,95,71,38,95,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,57,29,100,-1,-1,-1,80,60,100,60,20,100,.,.,.,-1,-1,-1,72,52,94,57,38,90,81,61,95,69,56,93,.,.,.,63,26,95,44,20,92,0,0,80,56,44,100,56,11,89,.,.,.,-1,-1,-1,26,5,79,-1,-1,-1,14,0,100,57,14,71,.,.,.,-1,-1,-1,82,59,97,75,46,96,86,64,99,84,68,97,.,.,.,74,30,93,"STEPHEN F AUSTIN STATE UNIVERSITY",75,52,96,61,33,94,81,56,97,77,60,96,.,.,.,66,31,94,77,58,98,50,50,100,79,68,95,79,58,100,.,.,.,-1,-1,-1,90,55,100,-1,-1,-1,100,86,100,100,71,100,.,.,.,-1,-1,-1
"'174901",14,4,45,17,8,33,15,0,52,14,7,52,0,0,17,17,0,33,24,9,56,-1,-1,-1,15,0,31,31,15,77,.,.,.,-1,-1,-1,80,40,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35,13,66,34,12,67,33,11,63,43,17,71,14,11,57,24,4,57,15,6,55,0,0,40,9,9,55,27,9,55,-1,-1,-1,-1,-1,-1,25,7,56,21,10,54,23,3,55,31,10,62,6,6,35,23,7,51,34,11,68,28,10,62,30,4,62,44,19,76,18,12,59,26,8,66,18,5,49,17,8,33,19,3,58,21,9,53,0,0,29,20,0,40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11,1,41,9,0,27,12,0,48,11,4,48,0,0,17,17,0,33,36,14,64,39,14,73,36,19,64,42,14,67,11,11,56,21,0,45,14,0,47,6,0,50,15,0,50,22,1,51,0,0,38,13,0,31,11,1,21,8,0,17,11,0,25,12,3,24,-1,-1,-1,14,0,14,40,15,70,39,15,75,39,13,67,49,19,75,21,17,63,24,4,60,"CHIRENO ISD",38,15,68,35,14,67,36,13,66,45,19,74,17,13,57,30,4,61,26,6,59,29,0,71,22,4,53,36,9,64,0,0,60,10,5,48,63,25,88,-1,-1,-1,83,50,83,57,14,86,.,.,.,-1,-1,-1
"'174902",26,13,67,10,10,60,41,6,88,29,24,59,-1,-1,-1,0,0,67,32,13,68,14,14,86,37,11,63,32,11,68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,44,18,77,46,19,78,44,19,76,47,18,78,49,28,78,20,3,69,38,12,67,33,0,67,46,15,77,20,7,53,-1,-1,-1,-1,-1,-1,38,15,73,42,19,74,41,15,73,40,15,73,40,23,75,17,2,63,45,17,77,42,17,73,50,20,78,51,18,80,32,15,63,20,3,77,46,23,72,41,35,71,48,21,76,49,21,72,63,31,81,0,0,44,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,18,9,64,0,0,40,30,0,90,20,20,60,-1,-1,-1,0,0,60,43,19,77,50,21,82,39,18,74,44,17,76,65,39,91,20,3,63,24,6,61,22,4,57,21,4,54,28,8,68,33,10,65,9,0,53,20,8,38,25,8,42,24,11,47,15,7,29,29,14,43,15,0,31,45,18,78,50,18,79,43,19,77,49,18,81,45,24,79,20,4,71,"CUSHING ISD",45,17,76,44,19,75,43,16,75,50,18,79,58,27,79,18,2,66,43,20,78,49,19,81,47,24,79,42,15,77,37,29,77,25,5,75,8,0,67,-1,-1,-1,-1,-1,-1,20,0,60,.,.,.,-1,-1,-1
"'174903",26,8,67,-1,-1,-1,27,13,67,27,0,67,-1,-1,-1,-1,-1,-1,30,5,85,-1,-1,-1,43,0,100,14,14,86,-1,-1,-1,-1,-1,-1,60,45,90,-1,-1,-1,50,50,83,63,50,88,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,47,18,78,41,14,79,48,20,83,50,21,80,50,21,74,33,6,59,26,6,57,13,4,35,20,4,67,32,11,58,35,4,61,31,0,46,34,12,70,30,10,68,33,12,78,40,15,72,38,16,64,21,0,47,47,18,84,38,11,84,49,19,87,53,20,90,32,16,57,40,14,71,41,18,78,29,13,83,39,20,75,53,18,84,40,20,60,29,14,71,50,33,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,26,8,67,-1,-1,-1,27,13,67,27,0,67,-1,-1,-1,-1,-1,-1,46,19,75,44,16,76,47,21,81,47,22,73,60,23,83,27,0,50,26,6,66,20,5,65,26,8,72,29,4,68,28,8,57,20,0,56,21,10,45,12,6,35,25,14,50,26,11,48,0,0,33,17,8,42,53,21,83,51,16,88,56,24,88,54,23,84,56,25,80,34,6,58,"GARRISON ISD",48,19,80,42,16,81,50,21,87,50,21,80,53,20,75,35,6,59,43,16,74,37,6,74,43,17,75,50,21,79,40,25,70,28,6,59,42,11,84,-1,-1,-1,50,0,100,50,17,83,-1,-1,-1,-1,-1,-1
"'174904",25,8,57,28,8,63,23,8,58,25,7,55,33,14,63,19,4,50,45,16,74,44,22,81,36,12,72,53,16,72,53,33,93,29,0,57,70,37,82,73,55,82,71,39,77,61,22,81,92,69,100,70,20,80,67,33,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,31,12,58,36,14,67,27,11,56,32,12,57,45,26,69,23,6,50,18,6,44,22,6,55,14,5,40,19,6,42,27,12,52,14,5,40,27,9,55,31,10,63,23,8,53,28,9,53,40,21,65,19,5,47,32,12,61,34,12,67,26,9,56,36,13,62,38,22,67,28,8,58,30,10,61,34,10,68,27,9,61,31,9,59,44,23,70,21,5,52,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,16,4,48,16,4,54,18,5,52,16,4,45,16,5,46,12,3,39,31,12,56,38,15,67,28,12,55,29,10,52,52,30,71,18,4,42,18,5,47,20,5,54,16,4,46,17,4,44,30,12,57,12,2,40,21,6,31,19,6,37,22,6,34,19,5,26,22,7,33,22,10,25,51,27,71,62,35,82,44,22,67,52,25,71,66,47,85,36,9,54,"NACOGDOCHES ISD",30,11,58,34,12,66,25,9,56,31,10,56,44,26,69,21,5,49,38,18,60,43,22,69,33,16,56,39,19,60,50,28,73,28,7,51,28,13,67,33,22,67,25,14,71,29,9,68,40,40,80,29,7,50
"'174906",30,6,71,21,0,93,33,8,65,32,7,72,46,15,100,14,0,50,48,26,71,-1,-1,-1,30,30,70,50,30,70,-1,-1,-1,-1,-1,-1,78,33,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,51,22,81,60,25,91,40,16,75,56,25,82,71,49,96,36,4,69,29,0,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,44,17,78,53,15,88,36,13,71,47,20,80,64,43,96,28,3,61,49,21,80,51,21,87,37,16,74,57,25,82,73,45,95,39,4,74,44,19,77,50,32,93,37,15,69,45,16,77,70,47,100,29,3,63,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,29,7,70,21,0,93,31,8,65,31,7,71,46,15,100,14,0,50,53,23,82,70,30,94,44,15,77,54,24,83,70,53,98,32,2,61,33,9,68,30,6,80,29,6,63,35,8,65,55,29,90,20,2,59,26,22,51,29,14,57,17,17,52,23,17,37,60,60,100,25,25,25,54,23,83,62,24,90,41,15,78,60,28,84,70,49,95,41,4,76,"WODEN ISD",54,24,83,65,29,90,42,16,77,59,26,84,73,53,97,37,5,72,43,17,77,44,11,92,34,16,72,47,21,77,67,33,96,35,0,61,0,0,33,-1,-1,-1,0,0,17,0,0,60,.,.,.,-1,-1,-1
"'174908",30,5,68,18,0,64,28,8,72,39,7,70,14,0,57,29,0,62,65,29,89,50,0,83,63,21,95,75,45,90,-1,-1,-1,67,17,83,92,77,100,80,60,100,100,86,100,89,78,100,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,61,30,86,56,26,90,61,30,89,67,33,87,57,37,77,51,16,80,44,16,83,36,0,100,41,26,81,49,14,83,-1,-1,-1,36,9,64,45,18,77,42,17,85,43,21,78,52,18,78,44,24,69,29,5,66,62,32,88,52,23,89,60,32,90,72,39,90,51,30,73,56,20,85,49,19,75,52,15,80,45,21,79,57,20,76,47,27,67,31,7,64,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,21,3,60,0,0,50,23,3,63,24,6,61,14,0,57,22,0,61,60,28,85,60,28,90,61,29,88,63,26,84,64,44,81,44,12,74,29,7,66,25,5,72,29,8,71,34,9,66,23,9,48,20,1,57,35,13,48,38,31,62,35,15,44,29,10,44,60,13,73,21,0,29,65,33,90,58,30,91,66,32,92,71,37,90,58,38,79,58,20,87,"CENTRAL HEIGHTS ISD",63,30,88,59,26,91,62,31,90,69,32,88,60,40,80,50,17,84,57,28,82,46,25,85,58,27,85,63,35,84,47,26,68,52,15,73,58,33,89,-1,-1,-1,57,29,93,64,36,86,.,.,.,-1,-1,-1
