DISTRICT,DEXPAVGP,DEXPHCNT,DISTNAME,DMSTAVGP,DMSTHCNT,DPFEIERP,DPSAINHP,DPSAMIFC,DPSAMIFP,DPSATOFC,DPSBTOFC,DPSBTOPC,DPSCTOFC,DPSCTOFP,DPSCTOSA,DPSECOFC,DPSETOFC,DPSETOFP,DPSHEXPA,DPSHTENA,DPSLEXPA,DPSLTENA,DPSOTOFC,DPSPCOFC,DPSPTOFC,DPSPTOFP,DPSRTOFC,DPSRTOPC,DPSSTOFC,DPSSTOFP,DPSSTOSA,DPST00FC,DPST00FP,DPST00SA,DPST01FC,DPST01FP,DPST01SA,DPST06FC,DPST06FP,DPST06SA,DPST11FC,DPST11FP,DPST11SA,DPST21FC,DPST21FP,DPST21SA,DPST30FC,DPST30FP,DPST30SA,DPSTASFC,DPSTASFP,DPSTBAFC,DPSTBAFP,DPSTBIFC,DPSTBIFP,DPSTBLFC,DPSTBLFP,DPSTCOFC,DPSTCOFP,DPSTEXPA,DPSTFEFC,DPSTFEFP,DPSTGIFC,DPSTGIFP,DPSTHIFC,DPSTHIFP,DPSTINFC,DPSTINFP,DPSTKIDR,DPSTMAFC,DPSTMAFP,DPSTMSFC,DPSTMSFP,DPSTNOFC,DPSTNOFP,DPSTOPFC,DPSTOPFP,DPSTPHFC,DPSTPHFP,DPSTPIFC,DPSTPIFP,DPSTREFC,DPSTREFP,DPSTSPFC,DPSTSPFP,DPSTTENA,DPSTTOFC,DPSTTOFP,DPSTTOSA,DPSTTWFC,DPSTTWFP,DPSTURNR,DPSTVOFC,DPSTVOFP,DPSTWHFC,DPSTWHFP,DPSUTOFC,DPSUTOFP,DPSUTOSA,DPSXCOFC,DPSXTOFC,DPSXTOFP,DRECAVGP,DRECHCNT
"'102904",.,.,"HALLSVILLE ISD",.,.,86.4,64.7,113.2,15,756.7,5,0,6.5,0.9,108292,0,114.1,15.1,3.4,2.6,5.3,4.8,0,0,466,61.6,9,2,20.5,2.7,71813,10,2.6,36651,97.9,26,41302,89.9,23.9,45424,103,27.3,52971,55,14.6,58640,21,5.6,60546,0,0,309.1,82,5.4,1.4,9,2.4,31.4,8.3,12.5,309.5,82.1,0.6,0.2,9,2.4,1,0.3,-2,67.3,17.9,63.6,16.9,3,0.8,29.3,7.8,1,0.3,1,0.3,263.6,70,25.3,6.7,7.7,376.8,49.8,48957,5,1.3,15.9,21.1,5.6,351.8,93.4,62.2,8.2,57540,0,176.6,23.3,.,.
"'102905",.,.,"HARLETON ISD",.,.,59.9,63.4,7,5.8,121.1,1,0,1,0.8,136475,0,17.9,14.8,3.7,3.7,1,1,0,0,70,57.8,1,0,3.1,2.6,66387,0,0,.,10,15.9,38621,8,12.7,44912,28.9,45.9,55617,15,23.9,59133,1,1.6,58040,0,0,57,90.6,0,0,0,0,2.6,4.1,14.8,48.9,77.7,0.2,0.4,4,6.4,0,0,11.3,14,22.3,5.9,9.4,0,0,0,0,0,0,0,0,51.1,81.2,3.6,5.7,7.3,62.9,51.9,52430,0,0,15.4,5.4,8.7,58.9,93.6,3,2.5,70378,0,33.2,27.4,.,.
"'102906",.,.,"ELYSIAN FIELDS ISD",.,.,56.2,60.2,19.4,13.4,144,0,0,3,2.1,93533,0,17.6,12.2,4.7,4.7,2,2,0,0,90,62.5,2,1,5.6,3.9,69427,6.6,8.6,37555,14.7,19.3,40659,6.9,9,46546,30.2,39.6,55154,13.6,17.9,58566,4.3,5.7,59823,0,0,59.8,78.3,0,0,2.9,3.8,7.7,10.1,13.8,60.6,79.3,0.3,0.4,0,0,0,0,10.9,15.8,20.7,16.5,21.7,0,0,3.6,4.7,0,0,0,0,53.5,70.1,5.2,6.8,7.8,76.4,53,50944,0,0,15.3,6,7.9,73.4,96.2,5.1,3.5,60630,0,36.4,25.3,.,.
"'103901",.,.,"CHANNING ISD",.,.,55.5,59.4,4,11.6,34.4,0,0,1,2.9,94760,0,3.6,10.5,15,1,0,0,0,0,22,63.9,0,0,1,2.9,81000,0,0,.,8,40,39384,2,10,46603,7,35,54983,3,15,58831,0,0,.,0,0,15,75,0,0,0,0,1.6,7.8,10.9,15,75,0,0,2,10,0,0,8.1,5,25,5,25,0,0,0,0,0,0,0,0,16.9,84.4,0.3,1.7,6.5,20,58.1,48483,0,0,11.1,1.2,6.1,18,90,0,0,.,0,8.8,25.5,.,.
"'103902",.,.,"HARTLEY ISD",.,.,57.2,64.7,12.7,29.9,42.6,0,0,1,2.3,116814,0,9.7,22.7,4.5,4.5,0,0,0,0,23,54,1,0,2,4.7,76394,1,5.3,33660,3,15.8,36093,3,15.8,43890,5,26.3,50882,6,31.6,54540,1,5.3,54540,0,0,15,78.9,0,0,0,0,1,5.3,15.4,16,84.2,0,0,0,0,0,0,12.2,3,15.8,4,21.1,0,0,0,0,0,0,0,0,15,78.8,1.1,5.8,7.8,19,44.6,47884,0,0,23.5,1.9,10.1,19,100,1,2.3,65000,0,9.9,23.3,.,.
"'104901",.,.,"HASKELL CISD",.,.,59.1,68.8,17.7,16.7,105.6,0,0,2,1.9,96284,0,15.6,14.7,9.7,7.7,0,0,1,0,67.2,63.7,2,1,3,2.8,87111,5,8.5,36826,6.8,11.7,37526,4.2,7.1,48675,24.5,41.9,55512,10.8,18.4,58675,7.2,12.4,62932,0,0,49.4,84.5,0,0,0,0,3.7,6.3,16.4,45.2,77.2,0,0,3.9,6.7,1,1.7,9.2,13.3,22.8,8.1,13.8,0,0,0.6,1.1,1,1.7,0,0,39.4,67.4,6.8,11.6,9.9,58.5,55.4,52835,0,0,24.1,8,13.7,53.6,91.6,3.8,3.6,57006,0,22.8,21.6,.,.
"'104903",.,.,"RULE ISD",.,.,55.3,67.1,4,12,33.5,0,0,1,3,90125,0,5.9,17.6,1,1,0,0,0,0,21.3,63.5,1,1,1,3,62000,0,0,.,8,45.8,37230,3,17.2,49928,4,22.9,52655,2.5,14.1,56460,0,0,.,0,0,16,91.6,0,0,0,0,1.7,10,10.6,14.5,82.8,0,0,1,5.7,0,0,8.2,3,17.2,0.5,2.7,0,0,0,0,1,5.7,0,0,13.8,79.2,0.5,2.9,3.9,17.5,52.2,45659,0,0,6.1,1.4,7.9,16.5,94.3,1.8,5.4,46560,0,6.3,18.9,.,.
"'104907",.,.,"PAINT CREEK ISD",.,.,58.2,65.9,6.9,22.5,30.8,0,0,0.5,1.6,140000,0,3.9,12.7,3,3,0,0,0,0,20.2,65.5,1,0,1,3.2,82100,2,11.3,50105,5,28.3,36988,4,22.6,43710,2,11.3,50610,3.5,19.8,57715,1.2,6.7,55967,0,0,13.7,77.4,0,0,0,0,0.3,1.6,11.2,12.7,71.7,0,0,3,17,0,0,5.4,5,28.3,4,22.6,0,0,0,0,0,0,0,0,15,84.6,0.4,2.1,3.8,17.7,57.4,46910,0,0,20,2.1,11.6,14.7,83,1,3.2,70000,0,6.7,21.7,.,.
"'105801",.,.,"KATHERINE ANNE PORTER SCHOOL",.,.,58,62.4,4.8,21.6,22,0,0,0.1,0.3,105000,0,1,4.5,2,2,0,0,0,0,17,77.2,0,1,1.6,7.1,57062,4.2,35.7,36290,0.5,4.2,48008,2,16.9,44424,4,33.7,51576,0.9,7.4,105000,0.3,2.1,72000,0,0,8,67.3,0,0,0.3,2.1,0.4,2.9,9.4,7.1,59.5,0.7,6.1,1.5,12.6,0,0,6.2,4.8,40.5,2,16.9,0,0,0,0,1.9,15.8,0,0,7.8,65.9,1,8.4,3.1,11.9,53.9,49132,1.4,11.7,45.9,2,16.7,8.7,73.5,3.5,15.9,47697,0,4,18.3,.,.
"'105802",.,.,"TEXAS PREPARATORY SCHOOL",.,.,51.2,47.6,24,57.1,42,0,0,1,2.4,101506,0,0.4,1,4.5,4.5,0,0,0,0,23.6,56.2,0,0,2,4.8,55774,10.6,60.2,41538,5,28.4,42691,2,11.4,38002,0,0,.,0,0,.,0,0,.,0,0,5,28.4,0,0,4.6,26.1,0,0,1.2,16.6,94.3,0,0,5,28.4,0,0,6.8,1,5.7,0,0,12.6,71.6,0,0,0,0,0,0,16.6,94.3,1,5.7,1.2,17.6,41.9,41463,2,11.4,58.1,0,0,6,34.1,3,7.1,35926,0,18,42.9,.,.
"'105803",.,.,"KI CHARTER ACADEMY",.,.,73.9,78.1,23.1,30.3,76.2,0,0,2,2.6,111102,0,20.8,27.4,4.7,1.7,2,2,0,0,50.4,66.1,0,0,1.5,2,75175,4.9,12.2,50745,19.7,48.8,52634,8.9,22.1,56232,5.8,14.4,68053,1,2.5,62802,0,0,.,0,0,31.5,77.9,0,0,1.9,4.7,0,0,5.8,21,52,0,0,7.9,19.6,1,2.5,7,19.4,48,8.9,22.1,0,0,0,0,0,0,0,0,30.1,74.6,8.7,21.6,2.6,40.4,53,55662,2,5,15.9,1.5,3.8,27.6,68.4,6.5,8.5,63792,0,5,6.6,.,.
"'105902",.,.,"SAN MARCOS CISD",.,.,64,62.1,731.2,59,1240.2,10,0,11.1,0.9,118362,0,134.5,10.8,4.3,3.4,6.7,3.9,0,0,743.3,59.9,21,0,34,2.7,82310,38.4,6.7,48961,191.2,33.4,52273,126.4,22.1,54599,151.8,26.5,57620,51.9,9.1,63188,12.1,2.1,69313,6,1,413.4,72.3,51.4,9,29.3,5.1,20.7,3.6,9.9,410.8,71.8,7,1.2,218.6,38.2,2.9,0.5,14.2,161,28.2,153.4,26.8,4,0.7,10,1.7,1,0.2,3,0.5,398.9,69.8,57.6,10.1,6.4,571.8,46.1,55336,1,0.2,18.2,26.2,4.6,311.1,54.4,126.4,10.2,67600,0,362.3,29.2,.,.
"'105904",.,.,"DRIPPING SPRINGS ISD",.,.,65.5,66.9,187.1,18.3,1020.1,0,4,11.2,1.1,117640,0,100.9,9.9,5.9,3.8,6.1,3.2,3.9,0,687.9,67.4,17,5,21.1,2.1,83422,33.6,6.2,50115,134.4,24.7,50969,114.5,21,53809,198.3,36.4,57282,56.5,10.4,64913,8,1.5,68763,0,0,395.5,72.5,8.3,1.5,5,0.9,16.5,3,10.9,442.7,81.2,17.5,3.2,54.4,10,1,0.2,14.4,102.7,18.8,139,25.5,6,1.1,0,0,5,0.9,0,0,405.9,74.4,76.7,14.1,4.6,545.4,53.5,55513,2,0.4,16.8,20.4,3.7,483,88.6,110.2,10.8,68389,0,231.3,22.7,-1,-1
"'105905",.,.,"WIMBERLEY ISD",.,.,60,64.7,45.6,12.4,367.3,1,0,5,1.4,131465,0,62.1,16.9,10.7,9.3,5,4.3,0,0,229.4,62.5,4,2,9,2.5,85904,5,2.7,47888,34.1,18.7,50456,36,19.7,54103,68.4,37.5,60493,33.9,18.6,64868,5,2.7,70503,0,0,138.3,75.8,3.3,1.8,0.5,0.3,0.3,0.2,13,138,75.6,0,0,11.6,6.3,1,0.5,14.3,44.5,24.4,42,23,2.2,1.2,1.5,0.8,0,0,0,0,147.9,81,18.6,10.2,7.4,182.5,49.7,58097,0,0,13.8,10.9,6,169.4,92.8,33,9,69885,0,75.8,20.6,.,.
"'105906",.,.,"HAYS CISD",.,.,64,61.7,1390.9,47.8,2908.9,21,1,31.9,1.1,126064,0,257.9,8.9,5.3,4.6,5.3,3.9,0,0,1866.2,64.2,50,1,76,2.6,88405,71.4,4.9,49966,415,28.7,53685,314.8,21.8,57314,454.4,31.4,61551,171.3,11.8,66920,19.4,1.3,74638,10,0.7,1031,71.3,97,6.7,32,2.2,73.6,5.1,10.5,1098.4,75.9,2.7,0.2,461.7,31.9,1,0.1,14.8,348,24.1,392.6,27.1,10,0.7,65.9,4.6,12.9,0.9,1,0.1,946.3,65.4,188.5,13,5.5,1446.4,49.7,58611,22,1.5,14.1,72.3,5,918.7,63.5,312,10.7,69967,0,784.8,27,-1,-1
"'106901",.,.,"CANADIAN ISD",.,.,59.4,66.5,23,15.2,151.3,1,1,2,1.3,115860,0,20.3,13.4,7.3,4.3,3,3,0,0,96,63.5,2,0,5.7,3.8,83558,2,2.4,41000,10,12.1,45570,12,14.5,50703,33.3,40.2,55527,21.5,26,63581,4,4.8,67901,0,0,68,82.1,2.4,2.9,0,0,8.9,10.8,16.5,62.9,75.9,0.1,0.1,5,6,0,0,10.1,20,24.1,14.3,17.3,0,0,1,1.3,0.5,0.7,0,0,58.1,70.1,4.2,5,9.3,82.9,54.8,55968,0,0,8.2,8.1,9.8,77.9,94,5.5,3.6,61228,0,35,23.1,.,.
"'107901",.,.,"ATHENS ISD",.,.,61.7,64.1,92.2,22,419.9,1,0,4,1,133027,0,73.1,17.4,4.8,4.8,4.8,3.8,0,0,296.2,70.5,9,0,17.9,4.3,65728,16.1,8.2,46692,62.8,31.7,52291,34.8,17.6,55203,52.1,26.3,61211,24.1,12.2,65100,8,4,67231,0.9,0.4,148.3,74.9,4.6,2.3,11.8,6,14.9,7.5,10.6,146.8,74.1,0.9,0.4,15.1,7.6,0,0,14.9,51.2,25.9,44.1,22.3,2.9,1.5,0,0,2.7,1.3,1.8,0.9,149.1,75.3,12.1,6.1,4.7,198,47.2,56860,3.7,1.8,20.7,16.4,8.3,164.8,83.2,76.2,18.1,52301,0,50.6,12,-1,-1
"'107902",.,.,"BROWNSBORO ISD",.,.,62.2,63.5,43.6,11.1,393,0,1,9,2.3,92675,0,47.2,12,3,3,2.9,1.9,1.3,0.3,251.6,64,5,0,14.5,3.7,73439,12.9,6.7,38045,51.5,26.8,43402,40.3,20.9,47069,57.7,30,54189,21.7,11.3,57731,8.3,4.3,62567,1,0.5,170.2,88.5,0.7,0.4,1,0.5,25.8,13.4,11.8,145.7,75.7,1,0.5,5.9,3.1,1,0.5,13.4,46.7,24.3,19.3,10.1,2.9,1.5,3.5,1.8,0,0,0,0,134.5,69.9,12.2,6.3,7.3,192.5,49,49489,2,1,18.7,14.8,7.7,181.6,94.4,35.7,9.1,58572,0,94.2,24,.,.
"'107904",.,.,"CROSS ROADS ISD",.,.,54.7,64.8,8.5,8.5,99.9,0,0,2.5,2.5,106881,0,4,4,8,8,0,0,15,0,61.6,61.6,0,2,2,2,77277,3,5.7,34147,13.9,26.4,37935,6.7,12.7,43805,15,28.6,53242,14,26.6,54602,0,0,.,0,0,51.9,98.7,1.5,2.9,0,0,0.9,1.8,12.4,41.5,79.1,0,0,3,5.7,0,0,10.2,11,20.9,0.7,1.3,0,0,0,0,0,0,0,0,41.3,78.6,3.3,6.4,5.4,52.5,52.6,47278,0,0,13,5.4,10.3,49.5,94.3,4.6,4.6,53555,0,34.3,34.3,.,.
"'107905",.,.,"EUSTACE ISD",.,.,64,68.2,19.1,6.7,285.7,0,0,3,1,135094,0,49.6,17.4,8.7,8.7,3.6,3.6,0,0,156.1,54.6,4,1,7.2,2.5,79699,8.9,7,43793,32.9,25.8,52523,30.9,24.2,56703,31.6,24.7,63544,14.9,11.7,73162,8.6,6.8,73158,0,0,109.6,85.7,0.1,0.1,0,0,1.3,1,11.7,97.8,76.5,0,0,1.9,1.5,0,0,12.9,30,23.5,17.3,13.6,0,0,1.6,1.3,0.9,0.7,0,0,105.5,82.6,9.9,7.8,7.7,127.9,44.7,59450,0,0,14.5,9.3,7.3,126,98.5,18,6.3,67678,0,80,28,.,.
"'107906",.,.,"MALAKOFF ISD",.,.,61.1,64.4,46.6,18.8,248.3,1,0,4,1.6,99652,0,40.4,16.2,6.5,6.3,3,2.7,0,0,146.5,59,4,0,7.2,2.9,74820,4.9,4.2,42076,20.7,17.5,44739,13.8,11.7,50957,43.8,37.1,57714,23.9,20.2,61747,11,9.3,68296,0,0,93.4,79.1,2,1.7,8,6.7,15.9,13.5,15.7,93.1,78.8,0,0,3,2.5,0,0,12,25,21.2,23.5,19.9,0.2,0.2,4.3,3.6,1,0.8,0,0,75.8,64.2,10.2,8.7,8.6,118.1,47.6,55802,1,0.8,13.6,9.9,8.4,106.2,89.9,17.2,6.9,64402,0,61.5,24.8,.,.
"'107907",.,.,"TRINIDAD ISD",.,.,48,65.9,7,23.4,29.7,0,0,1,3.4,90707,0,3,9.9,15,1,0,0,0,0,19.8,66.6,0,0,1,3.4,73000,5.9,33.2,43480,3,16.8,40415,2,11.1,46144,4,22.3,53479,2,11.1,71171,1,5.5,60499,0,0,16.8,94.4,0,0,1,5.5,0,0,10.4,13.8,77.7,0,0,1,5.6,0,0,8.6,4,22.3,1,5.6,0,0,0.3,1.7,0,0,0,0,15.9,89,1,5.5,6.4,17.8,59.9,49515,0,0,31.8,0.7,3.7,15.8,88.9,0,0,.,0,7,23.5,.,.
"'107908",.,.,"MURCHISON ISD",.,.,60.9,65.2,8,22,36.4,0,0,1,2.7,102000,0,1.5,4.1,7,7,0,0,0,0,21.9,60.2,0,0,1,2.9,66316,1,5.3,28050,2,10.5,32880,7,36.9,44772,6,31.6,52767,1,5.3,63298,2,10.5,55413,0,0,14.1,74.3,0,0,1,5.3,1,5.3,13.1,16,84.2,0,0,0,0,0,0,9.4,3,15.8,2.9,15.1,1,5.3,0,0,1,5.3,0,0,17.1,90,0.9,4.7,7.4,19,52.2,47258,0,0,15.1,0,0,18,94.7,0.9,2.4,50068,0,13,35.7,.,.
"'107910",.,.,"LAPOYNOR ISD",.,.,65,65.4,4,5.3,75.7,0,1,1,1.3,90000,0,10,13.2,2,2,0,0,0,0,49.9,65.9,1,1,1,1.3,69000,11.1,25.5,38927,7,16,38050,7.9,18.1,47624,9.7,22.3,54505,5.9,13.5,58153,2,4.6,57040,0,0,41.6,95.4,0.2,0.5,0,0,2.3,5.3,8.9,33.6,77,0,0,1,2.3,0,0,11.3,10,23,1.9,4.3,0.1,0.3,3.2,7.2,0,0,0,0,29,66.5,4,9.2,5.3,43.6,57.6,47258,1,2.3,17.5,4.9,11.3,41.6,95.4,4.3,5.6,56704,0,15.8,20.9,.,.
"'108802",.,.,"HORIZON MONTESSORI PUBLIC SCHOOLS",.,.,54.9,60.2,192.9,90.2,213.7,0,0,3,1.4,124108,0,12.9,6,9.3,2,1.7,1.7,0,0,117.6,55,3,0,6,2.8,69982,45.9,50.6,49550,23.9,26.4,46649,15.9,17.5,49872,5,5.5,54391,0,0,.,0,0,.,3.9,4.3,78.8,86.8,0,0,0.8,0.8,2.9,3.2,2.8,73.3,80.7,0,0,73.1,80.6,0,0,15.3,17.5,19.3,11.8,13,0.2,0.2,0,0,0,0,0,0,84.8,93.4,3,3.3,2.1,90.8,42.5,49107,0,0,44.8,0,0,13,14.3,17.8,8.3,56193,0,83.3,39,.,.
"'108804",.,.,"TRIUMPH PUBLIC HIGH SCHOOLS-RIO GRANDE VALLEY",.,.,54.1,58.7,52.9,84.7,62.4,0,0,0.8,1.2,1600,0,1.7,2.7,4.3,2.8,0,0,0,0,40.1,64.2,4,0,3.9,6.3,71621,8.9,31.2,35328,14.5,50.8,39514,3,10.5,43002,1.6,5.7,27043,0,0,.,0.5,1.8,49752,0,0,26.6,93,0,0,1,3.5,0,0,3.4,17.2,60.2,0,0,24.6,86.3,0,0,16.9,11.4,39.8,2,7,0,0,0,0,0,0,0,0,23.8,83.4,2.5,8.8,1.8,28.6,45.8,38044,0,0,25.5,2.2,7.9,2.9,10.3,6.9,11,40194,0,20.6,33.1,.,.
"'108807",-1,-1,"IDEA PUBLIC SCHOOLS",.,.,50.8,56,7472.7,88.4,8449.1,0,0,55.2,0.7,122571,0,1122.2,13.3,3.2,2.9,2.7,2.4,0,109.9,5070.6,60,102,6,413,4.9,85032,761,20.2,52959,2028.1,53.9,55147,652.6,17.4,60088,275,7.3,62813,42.4,1.1,68951,2,0.1,72750,51.3,1.4,3012.1,80.1,0,0,406.2,10.8,0,0,4.1,2817.2,74.9,0,0,2786.8,74.1,5.4,0.1,18.1,943.9,25.1,706.9,18.8,29.2,0.8,0,0,12.9,0.3,7,0.2,3225,85.7,536.1,14.3,3.4,3761.2,44.5,56287,22.9,0.6,18.5,0,0,481.6,12.8,841.3,10,73399,0,2256.3,26.7,.,.
"'108808",.,.,"VANGUARD ACADEMY",.,.,61,67.6,732.1,98.1,746.5,2,0,15,2,110980,0,98.3,13.2,5.1,3.7,2.9,1.4,0,0,444.5,59.5,14,0,19.9,2.7,85573,38,10.9,55037,80.6,23,55602,86,24.6,60004,116.5,33.3,66316,26.8,7.6,72475,2,0.6,78100,0.9,0.3,253.9,72.6,101.8,29.1,0.7,0.2,9.5,2.7,9.6,271,77.5,0,0,339.3,97,0,0,15.3,78.9,22.5,96,27.4,0,0,0,0,0,0,0,0,200.7,57.4,17.5,5,3.7,349.9,46.9,61610,1,0.3,11.6,20.4,5.8,8,2.3,59.7,8,68694,0,203.7,27.3,-1,-1
"'108809",.,.,"EXCELLENCE IN LEADERSHIP ACADEMY",.,.,66.4,75.4,48,100,48,0,0,1,2.1,86382,0,11,22.9,9,4,0,0,0.6,0,27,56.3,1,0,1,2.1,86382,1,4.5,45900,8,36.4,50354,7,31.8,55478,6,27.3,61277,0,0,.,0,0,.,0,0,17,77.3,0,0,0,0,0,0,7.2,17,77.3,0,0,22,100,0,0,13.7,5,22.7,5,22.7,0,0,0,0,0,0,0,0,21,95.5,1,4.5,4,22,45.8,54761,0,0,19,0,0,0,0,3,6.2,63467,0,10,20.8,.,.
"'108902",.,.,"DONNA ISD",.,.,65.1,60.3,2275.9,98.1,2319.5,19,1,20.3,0.9,97369,0,288.3,12.4,7.1,7.1,6.7,5.8,0,0,1295.1,55.8,43,2,44.8,1.9,83673,66.9,6.9,53500,199.1,20.4,53852,251.2,25.8,56098,334.4,34.3,60197,93.5,9.6,64449,29.6,3,74392,6,0.6,787.5,80.8,61,6.3,3,0.3,0,0,11.5,629.4,64.6,13.8,1.4,941.1,96.6,0,0,13.4,345.3,35.4,171.6,17.6,10.8,1.1,27.8,2.9,4.8,0.5,0,0,724.5,74.3,78.2,8,9.7,974.7,42,58223,0,0,10.8,69.4,7.1,24.5,2.5,255.4,11,63600,0,736.2,31.7,7012,8
"'108903",.,.,"EDCOUCH-ELSA ISD",.,.,55.2,62.3,728.7,97.9,744,4,0,7,0.9,119414,0,97.8,13.1,4.8,4.1,5.8,4.8,1.4,0,390,52.4,13,0,14.9,2,84045,24.1,8,49101,87.3,28.8,50331,75.2,24.8,51645,81.5,26.9,55939,29,9.6,61490,6,2,65114,0,0,274.1,90.4,1.2,0.4,1,0.3,0,0,9.7,198.4,65.4,7.5,2.5,293.3,96.7,0,0,13.7,104.9,34.6,28.1,9.3,0,0,0.4,0.1,1,0.3,0,0,251.1,82.8,19,6.3,8.3,303.2,40.8,53426,0,0,15.3,24,7.9,8.9,2.9,65,8.7,67409,6,256.2,34.4,.,.
"'108904",.,.,"EDINBURG CISD",.,.,68.6,63.3,4617.1,97.3,4746.7,39,1,21,0.4,126273,0,526.8,11.1,7.1,7,8.3,7.9,0,0,2801.7,59,89,1,82.3,1.7,92573,117.3,5.2,54382,298.5,13.1,55744,392.5,17.3,58653,904.5,39.8,62305,464.6,20.5,69821,93.5,4.1,76292,5.8,0.3,1702.8,75,661.9,29.1,5,0.2,24.6,1.1,14.8,1597.5,70.3,103,4.5,2173.9,95.7,0,0,14.1,673.6,29.7,529.6,23.3,36,1.6,8.1,0.4,2.6,0.1,1,0,1267.9,55.8,77.7,3.4,11.8,2271.1,47.8,62515,4,0.2,7.8,127.8,5.6,81.3,3.6,427.3,9,73966,0,1418.2,29.9,-1,-1
"'108905",.,.,"HIDALGO ISD",.,.,57.9,56.5,513.9,98.8,519.9,3,0,8,1.5,112939,0,62.7,12.1,4.3,4.3,3.3,3.1,0.1,0,279.6,53.8,10,0,15.6,3,78302,13.8,6.5,47981,48.2,22.6,49125,40,18.8,51277,68.8,32.3,55722,36.5,17.1,63983,5.9,2.8,75318,8,3.8,163.9,76.9,85.6,40.2,0,0,0,0,12.6,146.9,68.9,0,0,199.4,93.5,0,0,13.3,66.3,31.1,48.4,22.7,1,0.5,0,0,0,0,0,0,103.5,48.5,8.3,3.9,9,213.2,41,54851,0,0,16.4,15.8,7.4,5.9,2.8,42.8,8.2,68106,0,177.6,34.2,.,.
"'108906",.,.,"MCALLEN ISD",.,.,62.9,62.9,3043.1,92.3,3296.9,31,1,32,1,108775,0,408.3,12.4,6.5,6.5,6.2,5.4,0,7.2,1993.9,60.5,73,1,79,2.4,83304,68.1,4.5,49147,247.4,16.5,52131,349.4,23.3,55187,532.7,35.6,59128,236.1,15.8,65551,63.8,4.3,74707,14.9,1,1171.6,78.2,98.9,6.6,8,0.5,58.8,3.9,13.8,1063.8,71,21.1,1.4,1308,87.3,0,0,13.5,433.8,29,310.1,20.7,14.9,1,111.3,7.4,1,0.1,0,0,994.8,66.4,122.9,8.2,10.6,1497.6,45.4,58275,5.4,0.4,14.2,89.8,6,161.3,10.8,385.4,11.7,67595,3,894.7,27.1,.,.
"'108907",.,.,"MERCEDES ISD",.,.,61.2,56.9,684.7,96.2,711.4,8,0,5,0.7,110239,8,63.8,9,7.4,7.4,8.6,7,0,12,419.9,59,16,0,19,2.7,76664,14.9,4.6,49863,66.7,20.7,52805,63.9,19.9,53111,105.5,32.8,57673,58.8,18.3,62572,12,3.7,64943,1,0.3,281.4,87.5,40.6,12.6,0,0,0,0,13.1,208,64.6,0,0,302.7,94.1,0,0,13.7,113.7,35.4,35.6,11.1,3.7,1.1,2.7,0.8,1,0.3,0,0,223.9,69.6,32.9,10.2,10.9,321.7,45.2,56562,0,0,13.4,21.6,6.7,18,5.6,74.1,10.4,64499,6,227.7,32,.,.
"'108908",.,.,"MISSION CISD",.,.,64.7,59.5,2138.5,95.7,2234.4,17,4,33,1.5,112941,0,217.1,9.7,7.5,7.4,7.2,6.6,0,0,1250.5,56,47,7,51.4,2.3,87808,36.9,3.9,59313,180.4,19,59409,195.6,20.6,59019,367.2,38.7,64336,132,13.9,68668,35.9,3.8,77063,3,0.3,727.9,76.8,87.1,9.2,4,0.4,1.7,0.2,13.2,670.3,70.7,21.3,2.2,882.1,93,0,0,14.6,277.8,29.3,206.9,21.8,13.3,1.4,0,0,0,0,0,0,688.9,72.7,92.3,9.7,10.3,948.1,42.4,63192,1,0.1,12.3,56.9,6,58,6.1,218,9.8,72902,0,766.7,34.3,.,.
"'108909",.,.,"PHARR-SAN JUAN-ALAMO ISD",.,.,66.1,60.7,4514.7,97.2,4643.3,35,3,44,0.9,113856,0,469,10.1,5.9,5.7,7.1,6.5,0,0,2811.6,60.6,85,11,131.8,2.8,87741,173.8,8.1,54923,482.8,22.6,55793,429.9,20.1,57792,759.7,35.6,62086,244.7,11.5,69534,43.6,2,76170,18.7,0.9,1618.4,75.8,389.7,18.3,7,0.3,0.1,0,11.2,1490.3,69.8,5.4,0.3,2031,95.2,2,0.1,13.7,644.2,30.2,439.9,20.6,70.2,3.3,52,2.4,6,0.3,0,0,1376.6,64.5,159.2,7.5,9.3,2134.5,46,60356,3,0.1,9,151.5,7.1,72.8,3.4,501.4,10.8,72336,0,1362.6,29.3,.,.
"'108910",.,.,"PROGRESO ISD",.,.,56.4,51,280.4,98.2,285.4,1,0,6,2.1,91905,0,39.5,13.8,9.8,9,10,10,0,0,136.9,48,5,1,6,2.1,75693,8.6,8.2,46117,27,25.6,47454,25,23.7,50956,36.8,34.9,54931,6,5.7,57838,2,1.9,57815,0,0,78.4,74.4,9.2,8.7,0,0,0,0,10,67.9,64.5,0,0,100.4,95.3,0,0,13.2,37.5,35.5,26,24.7,1,0.9,0,0,0,0,0,0,83.7,79.5,7.3,6.9,7.6,105.4,36.9,51570,0,0,13.8,5.2,4.9,5,4.7,19.5,6.8,61226,0,109.1,38.2,.,.
