DISTRICT,DD000A001222R,DD000A001322R,DD000A001S22R,DD000AC01222R,DD000AC01322R,DD000AC01S22R,DD000AM01222R,DD000AM01322R,DD000AM01S22R,DD000AR01222R,DD000AR01322R,DD000AR01S22R,DD000AS01222R,DD000AS01322R,DD000AS01S22R,DD200A001222R,DD200A001322R,DD200A001S22R,DD200AC01222R,DD200AC01322R,DD200AC01S22R,DD200AM01222R,DD200AM01322R,DD200AM01S22R,DD200AR01222R,DD200AR01322R,DD200AR01S22R,DD200AS01222R,DD200AS01322R,DD200AS01S22R,DD300A001222R,DD300A001322R,DD300A001S22R,DD300AC01222R,DD300AC01322R,DD300AC01S22R,DD300AM01222R,DD300AM01322R,DD300AM01S22R,DD300AR01222R,DD300AR01322R,DD300AR01S22R,DD300AS01222R,DD300AS01322R,DD300AS01S22R,DD400A001222R,DD400A001322R,DD400A001S22R,DD400AC01222R,DD400AC01322R,DD400AC01S22R,DD400AM01222R,DD400AM01322R,DD400AM01S22R,DD400AR01222R,DD400AR01322R,DD400AR01S22R,DD400AS01222R,DD400AS01322R,DD400AS01S22R,DDA00A001222R,DDA00A001322R,DDA00A001S22R,DDA00AC01222R,DDA00AC01322R,DDA00AC01S22R,DDA00AM01222R,DDA00AM01322R,DDA00AM01S22R,DDA00AR01222R,DDA00AR01322R,DDA00AR01S22R,DDA00AS01222R,DDA00AS01322R,DDA00AS01S22R,DDB00A001222R,DDB00A001322R,DDB00A001S22R,DDB00AC01222R,DDB00AC01322R,DDB00AC01S22R,DDB00AM01222R,DDB00AM01322R,DDB00AM01S22R,DDB00AR01222R,DDB00AR01322R,DDB00AR01S22R,DDB00AS01222R,DDB00AS01322R,DDB00AS01S22R,DDE00A001222R,DDE00A001322R,DDE00A001S22R,DDE00AC01222R,DDE00AC01322R,DDE00AC01S22R,DDE00AM01222R,DDE00AM01322R,DDE00AM01S22R,DDE00AR01222R,DDE00AR01322R,DDE00AR01S22R,DDE00AS01222R,DDE00AS01322R,DDE00AS01S22R,DDF00A001222R,DDF00A001322R,DDF00A001S22R,DDF00AC01222R,DDF00AC01322R,DDF00AC01S22R,DDF00AM01222R,DDF00AM01322R,DDF00AM01S22R,DDF00AR01222R,DDF00AR01322R,DDF00AR01S22R,DDF00AS01222R,DDF00AS01322R,DDF00AS01S22R,DDH00A001222R,DDH00A001322R,DDH00A001S22R,DDH00AC01222R,DDH00AC01322R,DDH00AC01S22R,DDH00AM01222R,DDH00AM01322R,DDH00AM01S22R,DDH00AR01222R,DDH00AR01322R,DDH00AR01S22R,DDH00AS01222R,DDH00AS01322R,DDH00AS01S22R,DDI00A001222R,DDI00A001322R,DDI00A001S22R,DDI00AC01222R,DDI00AC01322R,DDI00AC01S22R,DDI00AM01222R,DDI00AM01322R,DDI00AM01S22R,DDI00AR01222R,DDI00AR01322R,DDI00AR01S22R,DDI00AS01222R,DDI00AS01322R,DDI00AS01S22R,DDL00A001222R,DDL00A001322R,DDL00A001S22R,DDL00AC01222R,DDL00AC01322R,DDL00AC01S22R,DDL00AM01222R,DDL00AM01322R,DDL00AM01S22R,DDL00AR01222R,DDL00AR01322R,DDL00AR01S22R,DDL00AS01222R,DDL00AS01322R,DDL00AS01S22R,DDM00A001222R,DDM00A001322R,DDM00A001S22R,DDM00AC01222R,DDM00AC01322R,DDM00AC01S22R,DDM00AM01222R,DDM00AM01322R,DDM00AM01S22R,DDM00AR01222R,DDM00AR01322R,DDM00AR01S22R,DDM00AS01222R,DDM00AS01322R,DDM00AS01S22R,DDR00A001222R,DDR00A001322R,DDR00A001S22R,DDR00AC01222R,DDR00AC01322R,DDR00AC01S22R,DDR00AM01222R,DDR00AM01322R,DDR00AM01S22R,DDR00AR01222R,DDR00AR01322R,DDR00AR01S22R,DDR00AS01222R,DDR00AS01322R,DDR00AS01S22R,DDS00A001222R,DDS00A001322R,DDS00A001S22R,DDS00AC01222R,DDS00AC01322R,DDS00AC01S22R,DDS00AM01222R,DDS00AM01322R,DDS00AM01S22R,DDS00AR01222R,DDS00AR01322R,DDS00AR01S22R,DDS00AS01222R,DDS00AS01322R,DDS00AS01S22R,DDW00A001222R,DDW00A001322R,DDW00A001S22R,DDW00AC01222R,DDW00AC01322R,DDW00AC01S22R,DDW00AM01222R,DDW00AM01322R,DDW00AM01S22R,DDW00AR01222R,DDW00AR01322R,DDW00AR01S22R,DDW00AS01222R,DDW00AS01322R,DDW00AS01S22R,DISTNAME,DNC00A001222R,DNC00A001322R,DNC00A001S22R,DNC00AC01222R,DNC00AC01322R,DNC00AC01S22R,DNC00AM01222R,DNC00AM01322R,DNC00AM01S22R,DNC00AR01222R,DNC00AR01322R,DNC00AR01S22R,DNC00AS01222R,DNC00AS01322R,DNC00AS01S22R,DNM00A001222R,DNM00A001322R,DNM00A001S22R,DNM00AC01222R,DNM00AC01322R,DNM00AC01S22R,DNM00AM01222R,DNM00AM01322R,DNM00AM01S22R,DNM00AR01222R,DNM00AR01322R,DNM00AR01S22R,DNM00AS01222R,DNM00AS01322R,DNM00AS01S22R,DNS00A001222R,DNS00A001322R,DNS00A001S22R,DNS00AC01222R,DNS00AC01322R,DNS00AC01S22R,DNS00AM01222R,DNS00AM01322R,DNS00AM01S22R,DNS00AR01222R,DNS00AR01322R,DNS00AR01S22R,DNS00AS01222R,DNS00AS01322R,DNS00AS01S22R
"'003903",26,10,57,32,8,64,25,11,58,28,11,58,11,4,37,43,23,75,48,25,83,35,21,71,46,22,73,59,31,86,81,57,92,83,50,92,86,54,92,75,55,90,80,80,100,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,43,20,69,47,18,74,37,18,66,46,20,69,48,31,70,31,12,58,32,10,61,26,11,53,35,12,59,35,21,61,39,16,66,42,14,71,33,15,63,42,16,67,42,26,66,45,21,71,47,19,74,37,18,67,50,22,73,47,31,69,41,17,69,46,16,76,35,16,67,44,16,70,44,26,68,63,50,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,10,57,32,8,64,25,11,58,28,11,58,11,4,37,42,19,67,47,18,73,38,18,65,42,18,66,48,31,70,28,9,58,31,7,63,23,8,55,30,10,59,28,13,54,24,10,38,20,9,42,24,11,38,23,8,36,30,16,45,63,36,82,69,34,85,57,30,81,64,37,82,68,52,81,"LUFKIN ISD",45,21,70,48,20,75,39,19,68,47,20,70,50,33,72,37,16,63,42,11,69,32,16,59,40,17,66,37,21,59,48,27,73,43,13,60,48,29,74,47,25,75,63,56,81
"'003904",24,5,63,33,0,67,21,7,64,31,6,75,0,0,20,44,19,79,50,29,71,35,23,77,50,14,83,44,11,78,17,0,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,21,77,49,21,80,43,20,77,50,21,76,46,24,79,36,14,75,41,12,82,32,18,68,39,16,74,29,0,86,40,17,72,41,17,74,37,17,71,42,16,71,40,20,71,50,23,79,47,21,80,45,23,78,57,24,79,46,25,78,47,21,79,45,10,80,38,19,75,54,25,85,50,25,69,40,0,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,5,63,33,0,67,21,7,64,31,6,75,0,0,20,45,19,76,50,21,80,42,18,76,44,18,73,46,24,79,24,6,61,28,5,68,21,5,59,25,6,58,22,7,65,20,7,44,17,8,46,21,6,45,20,5,43,19,12,43,48,21,77,50,22,80,45,20,77,50,21,76,47,26,80,"HUNTINGTON ISD",49,22,78,51,21,80,47,22,78,50,21,76,46,25,77,43,18,76,44,20,80,35,16,73,50,19,76,46,22,84,32,14,71,40,30,60,35,0,75,19,14,76,60,40,60
"'003905",31,12,66,29,10,72,36,17,77,32,10,63,19,9,46,54,10,82,43,0,86,50,8,83,67,13,87,40,20,60,100,75,100,-1,-1,-1,-1,-1,-1,100,80,100,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,45,17,76,45,15,79,44,17,80,48,18,76,35,18,59,38,12,69,37,8,69,41,11,78,40,15,69,19,10,45,39,13,72,39,11,74,39,12,77,42,14,72,30,16,51,46,19,77,44,15,78,43,18,79,53,22,80,33,14,58,40,15,73,41,13,76,41,17,79,42,14,73,29,14,53,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,7,62,21,4,66,30,11,74,25,5,58,19,9,43,44,16,75,46,16,79,45,16,81,44,14,73,37,21,59,29,8,64,28,6,68,30,8,70,30,7,64,25,12,50,23,6,46,18,4,48,28,7,56,23,6,42,11,8,29,54,22,82,56,23,87,50,19,83,59,23,83,50,28,72,"DIBOLL ISD",45,17,76,46,16,78,44,18,80,49,17,76,33,18,59,44,17,76,42,15,79,44,14,82,44,19,74,42,22,58,23,4,64,0,0,80,19,0,57,30,4,74,-1,-1,-1
"'003906",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,48,33,57,-1,-1,-1,25,25,50,63,38,63,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,40,19,70,29,7,57,26,12,68,57,28,77,39,28,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,34,15,65,16,2,42,23,9,65,52,26,74,27,14,68,50,26,80,42,12,69,33,16,73,72,41,87,39,28,89,30,15,55,20,0,60,33,17,67,43,29,57,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,14,63,20,5,50,22,10,64,47,19,69,39,28,61,20,4,51,10,3,45,10,4,48,33,6,55,25,5,55,34,19,51,31,19,38,29,21,54,34,17,52,-1,-1,-1,40,19,72,28,7,58,26,11,69,58,28,79,39,27,79,"ZAVALLA ISD",40,16,69,30,4,65,27,11,64,55,25,75,35,25,70,40,24,72,25,13,42,25,16,75,61,35,80,44,31,81,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.
"'003907",35,11,66,22,11,61,41,7,73,34,14,60,-1,-1,-1,47,27,70,23,8,69,52,30,74,55,33,67,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,47,22,75,52,21,79,41,18,74,52,23,75,44,27,71,40,14,63,22,0,78,34,10,52,49,20,66,38,13,75,38,14,67,43,13,77,34,12,66,42,16,66,25,10,63,48,22,77,48,19,79,41,20,75,56,27,80,36,18,65,44,18,71,43,18,72,41,16,74,47,18,70,38,26,65,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,10,59,18,9,64,28,9,69,24,10,49,-1,-1,-1,47,21,73,55,24,80,41,17,72,48,20,70,52,36,77,24,8,55,25,6,55,19,6,56,28,9,53,21,7,57,19,6,41,26,6,47,14,4,39,20,7,38,35,10,60,49,23,77,58,24,83,41,19,75,55,25,78,46,28,72,"CENTRAL ISD",49,23,76,56,24,83,42,20,74,54,25,75,46,28,72,42,17,72,39,14,69,38,15,72,47,19,74,34,22,68,45,18,85,60,20,100,33,7,80,53,26,84,-1,-1,-1
"'004901",22,8,53,20,2,61,20,11,51,27,11,53,16,0,47,39,20,73,44,11,67,27,12,71,45,29,76,50,25,75,65,43,85,53,35,82,71,57,93,68,38,86,55,36,64,71,29,100,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,38,17,65,36,11,66,32,15,62,43,19,67,42,23,66,22,13,42,33,17,33,10,5,30,25,17,50,40,20,60,30,12,57,29,8,59,24,10,55,34,13,59,35,18,58,37,17,64,32,6,62,29,14,60,46,23,69,37,17,65,30,11,57,28,6,57,25,10,54,34,13,59,31,13,59,50,25,63,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,6,47,14,3,51,13,8,44,19,6,46,15,0,50,39,17,65,40,16,69,34,16,64,41,16,64,47,29,67,23,8,51,26,5,56,18,7,47,26,9,53,25,10,52,17,6,32,20,7,37,16,6,31,16,4,31,18,7,36,44,21,71,42,15,72,37,18,67,50,24,72,49,30,72,"ARANSAS COUNTY ISD",38,16,65,37,10,65,32,15,62,42,18,67,42,23,65,39,19,65,36,14,67,31,15,62,46,24,67,42,23,70,28,13,57,22,0,44,25,15,65,36,18,59,-1,-1,-1
"'005901",65,23,92,-1,-1,-1,60,20,100,70,30,90,-1,-1,-1,87,47,100,-1,-1,-1,-1,-1,-1,100,60,100,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,70,37,89,71,33,92,67,41,91,74,37,90,58,33,74,100,20,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,62,25,82,69,24,84,57,25,84,67,26,84,42,21,63,73,39,90,72,20,87,69,47,93,80,40,93,62,35,74,57,17,78,67,17,83,49,17,83,66,17,78,25,13,50,60,40,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,50,25,94,-1,-1,-1,43,29,100,57,29,86,.,.,.,67,36,89,70,43,95,66,35,90,70,35,88,53,31,75,55,24,81,63,18,90,46,22,82,58,27,80,58,29,63,25,7,51,31,8,62,19,4,50,25,7,46,38,13,50,71,41,91,71,35,93,71,46,93,75,41,92,60,36,76,"ARCHER CITY ISD",71,37,89,72,32,93,69,42,92,76,38,90,59,30,76,65,38,88,67,38,88,62,38,90,71,34,91,50,50,67,50,20,90,-1,-1,-1,-1,-1,-1,60,20,80,.,.,.
"'005902",44,11,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,61,37,84,50,17,83,62,52,81,64,36,84,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,63,32,86,57,20,86,61,32,86,66,35,85,64,37,87,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,43,21,71,35,12,68,37,18,70,48,23,73,53,33,70,61,31,85,48,18,81,60,29,87,68,39,86,57,22,82,62,25,84,60,8,88,57,24,89,65,26,78,73,64,82,67,33,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,29,0,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,64,33,87,65,22,90,61,35,86,64,31,85,69,48,90,29,9,62,28,3,61,25,9,61,31,11,63,36,11,63,18,4,39,15,0,27,18,5,43,17,4,40,28,6,39,63,33,86,57,22,86,61,32,86,67,36,86,63,36,87,"HOLLIDAY ISD",63,31,86,58,20,87,60,31,86,66,34,85,66,39,86,62,35,86,55,23,84,63,35,86,66,40,86,53,32,91,35,16,81,33,0,83,33,11,78,42,25,92,-1,-1,-1
"'005904",32,9,62,13,13,63,44,12,68,30,7,59,20,0,40,67,67,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,70,36,91,75,38,94,73,36,93,68,37,89,59,33,88,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,48,17,75,48,14,79,53,16,77,45,18,72,38,21,71,70,37,91,79,34,93,70,36,93,72,41,90,48,24,86,52,19,78,59,18,82,56,19,81,50,20,77,35,15,70,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,27,10,51,14,14,57,33,11,56,30,10,50,-1,-1,-1,70,36,91,70,41,95,76,35,92,64,33,88,71,41,90,36,12,75,30,3,80,47,17,78,32,13,73,26,4,67,29,4,62,0,0,50,35,0,60,30,9,65,33,0,67,77,42,96,81,45,99,80,41,98,75,43,94,67,38,93,"WINDTHORST ISD",70,35,91,75,33,95,75,36,93,67,34,90,59,33,85,69,39,91,74,47,92,69,34,92,71,42,88,59,31,93,47,0,94,-1,-1,-1,75,0,100,13,0,88,.,.,.
"'006902",20,0,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,48,17,96,-1,-1,-1,63,25,88,56,11,100,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,59,35,88,52,30,90,64,42,90,62,32,91,28,21,59,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,52,26,90,40,20,96,58,27,92,56,28,92,27,18,55,62,34,91,48,26,90,61,38,91,72,35,95,25,25,58,47,23,89,27,9,91,50,19,96,53,29,85,-1,-1,-1,67,0,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,0,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,57,35,86,56,33,89,66,47,90,54,29,87,29,18,59,33,9,77,36,8,84,34,11,79,33,8,77,18,9,45,23,7,60,25,13,63,28,6,61,17,4,63,29,14,43,62,39,88,59,35,88,66,48,89,65,34,91,32,23,50,"CLAUDE ISD",61,36,88,56,33,88,64,41,90,65,34,90,22,17,50,55,32,90,40,20,93,62,44,91,56,26,92,36,27,73,83,58,100,-1,-1,-1,-1,-1,-1,80,40,100,-1,-1,-1
"'007901",23,2,52,25,13,63,24,0,59,24,0,43,17,0,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,39,13,69,35,9,70,38,15,68,43,11,71,36,20,66,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,32,9,63,24,5,63,32,9,63,36,8,63,33,21,62,42,13,70,39,7,71,36,15,66,48,10,75,40,27,60,37,11,66,31,8,66,36,13,66,41,10,68,35,17,62,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22,2,48,29,14,57,20,0,60,21,0,37,20,0,40,38,13,68,33,10,67,39,14,68,39,12,66,33,15,70,34,11,64,29,9,65,34,12,63,38,11,66,24,11,49,22,7,50,11,6,56,29,9,53,21,5,48,23,15,46,56,28,86,67,22,89,52,30,78,56,22,89,60,60,100,"CHARLOTTE ISD",38,13,68,32,9,68,38,14,67,42,11,70,35,19,63,43,12,72,47,6,76,38,16,69,45,9,71,43,29,86,31,15,69,-1,-1,-1,-1,-1,-1,40,20,40,-1,-1,-1
"'007902",40,12,74,67,8,83,38,8,79,37,17,70,14,14,57,81,38,95,-1,-1,-1,57,29,86,100,33,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,55,28,80,50,22,79,50,27,80,62,30,82,50,35,74,25,0,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,20,75,41,16,73,39,17,74,52,22,78,46,31,69,53,28,79,45,20,76,47,25,80,64,32,85,42,31,62,49,22,77,45,15,75,44,21,78,57,25,80,44,27,68,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34,9,72,60,0,80,32,5,77,32,14,68,14,14,57,57,29,81,55,25,83,54,29,80,60,28,80,57,38,84,33,10,67,26,5,67,27,8,66,40,12,70,34,20,61,24,10,48,16,12,51,20,6,45,28,13,51,27,19,46,64,38,85,59,34,87,61,37,84,70,38,86,60,47,82,"JOURDANTON ISD",56,28,81,53,24,80,52,29,82,62,28,83,48,32,74,53,29,78,42,19,76,45,22,76,62,34,81,56,41,73,57,22,86,20,20,80,64,14,86,63,25,88,-1,-1,-1
"'007904",22,4,51,16,0,44,18,3,49,26,7,54,30,4,56,71,24,100,-1,-1,-1,-1,-1,-1,100,43,100,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,31,11,65,26,7,64,22,9,60,38,14,68,36,14,68,13,4,26,-1,-1,-1,13,0,38,22,11,33,-1,-1,-1,26,8,60,21,4,57,17,6,54,34,11,65,28,10,63,32,12,67,26,7,64,20,9,59,45,17,74,34,11,70,28,9,62,23,4,62,19,8,57,36,11,65,34,12,66,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,21,3,50,14,0,43,18,3,49,25,6,54,25,0,50,29,10,63,27,7,65,24,10,62,33,10,63,38,17,67,16,3,51,12,2,50,10,2,46,22,4,56,25,5,53,12,1,23,16,0,22,10,1,25,11,1,19,24,4,36,43,21,81,47,24,82,34,15,77,51,24,85,46,26,82,"LYTLE ISD",31,11,66,25,5,64,24,10,62,39,14,70,36,15,69,29,10,62,29,10,65,18,8,56,38,13,65,35,12,66,21,2,70,0,0,20,21,0,74,20,5,80,-1,-1,-1
"'007905",42,16,69,54,14,75,44,19,70,35,15,64,38,10,76,60,34,71,64,55,64,55,20,75,61,35,70,-1,-1,-1,83,48,96,-1,-1,-1,71,71,86,82,27,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,46,20,74,53,20,78,39,16,71,49,21,73,51,26,79,48,15,85,67,0,100,30,10,70,55,27,91,.,.,.,38,14,68,46,15,73,32,11,66,39,14,67,44,20,74,49,20,75,55,19,77,40,15,71,55,24,78,49,21,76,42,17,71,49,15,75,36,14,69,43,18,70,48,23,77,42,16,100,-1,-1,-1,17,0,100,63,25,100,-1,-1,-1,40,15,68,52,13,74,42,17,69,33,15,62,35,5,75,44,19,73,52,20,79,38,17,71,43,18,69,53,30,82,29,8,61,38,8,69,22,6,57,28,8,57,32,11,70,23,9,42,21,9,41,20,10,44,25,8,38,30,11,48,56,26,80,63,30,85,46,21,76,61,28,81,59,32,85,"PLEASANTON ISD",47,20,74,55,19,79,40,16,72,49,22,73,52,27,82,44,19,73,49,21,75,36,16,70,48,20,75,47,24,70,46,22,67,40,20,67,39,21,66,52,21,64,57,29,86
"'007906",26,7,59,36,8,64,22,4,53,27,10,64,8,0,38,33,17,50,-1,-1,-1,-1,-1,-1,33,17,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31,11,60,29,10,63,21,7,52,40,15,65,31,10,59,0,0,17,-1,-1,-1,0,0,0,0,0,17,.,.,.,27,8,57,22,6,56,18,5,50,35,12,62,29,10,55,32,12,62,24,7,65,21,7,54,45,18,69,29,11,57,29,10,59,27,9,61,20,6,51,38,14,65,27,7,57,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,23,5,56,37,6,60,20,3,51,23,7,61,8,0,33,29,10,58,33,12,61,21,7,51,35,12,62,32,9,60,19,4,49,19,3,53,9,3,38,26,6,55,21,6,49,23,13,39,22,12,37,23,14,39,23,12,40,25,14,39,45,22,74,44,14,81,30,14,70,55,30,76,53,25,72,"POTEET ISD",32,11,61,30,10,66,22,7,53,41,16,66,31,9,63,29,11,56,24,7,55,20,7,52,37,14,63,29,14,46,29,3,58,-1,-1,-1,0,0,54,62,8,69,-1,-1,-1
"'008901",17,5,50,8,0,40,15,4,46,22,7,58,12,0,47,30,11,60,17,8,58,21,3,48,39,12,66,40,30,70,100,67,100,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,43,18,73,41,17,72,35,14,68,50,21,76,49,28,79,10,2,38,8,2,42,9,1,31,9,2,40,15,4,46,27,10,58,23,8,58,20,6,52,32,11,62,37,20,65,47,20,77,48,20,76,36,14,70,55,25,83,46,27,82,31,11,65,26,7,61,22,7,58,41,13,72,36,23,70,44,44,78,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,3,46,5,0,34,10,3,42,19,5,54,8,0,38,40,16,68,35,14,68,34,13,65,45,17,69,51,29,76,13,3,45,9,1,43,9,2,40,17,5,48,17,2,50,19,4,37,16,3,35,18,4,35,23,5,40,9,0,32,55,25,82,55,23,83,47,19,79,61,28,83,58,32,87,"BELLVILLE ISD",45,19,73,44,20,74,37,14,67,50,21,76,51,30,81,38,15,72,33,7,68,28,12,70,49,21,76,39,18,72,39,10,72,30,0,70,33,4,67,46,19,77,43,14,71
"'008902",24,9,57,17,6,55,26,9,63,26,10,55,17,13,45,50,27,81,50,29,96,36,18,74,59,27,78,57,50,86,52,10,86,57,0,100,56,11,89,50,17,83,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,45,18,75,43,13,79,40,16,74,48,20,73,50,30,74,27,7,57,20,3,54,18,5,55,33,6,59,38,21,62,34,10,66,34,6,72,29,9,66,37,11,66,39,21,63,45,18,76,42,11,81,39,14,73,52,23,79,45,24,70,38,13,70,35,9,73,34,12,70,40,13,70,43,27,68,60,40,60,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,17,6,51,10,4,48,18,4,58,20,6,48,17,13,45,44,19,73,44,14,77,41,18,75,44,17,68,54,36,77,22,7,55,21,5,58,23,6,60,23,8,53,17,10,45,21,8,43,28,7,50,19,8,44,20,6,38,28,19,53,59,27,84,59,19,92,54,24,83,62,32,81,63,35,84,"SEALY ISD",47,19,76,45,13,80,42,17,75,50,21,75,52,32,77,37,14,69,34,9,75,33,11,70,41,16,68,39,21,60,47,22,74,54,31,85,46,23,74,45,19,71,60,20,60
"'008903",41,13,75,32,8,71,46,17,80,41,8,73,39,18,73,60,28,93,60,20,100,53,27,93,63,26,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,54,23,82,53,19,86,52,24,82,55,21,79,56,30,86,34,12,70,17,0,67,25,19,63,50,10,75,25,13,75,46,16,76,43,11,81,44,17,77,48,16,73,47,22,80,55,22,86,47,16,90,51,24,85,63,24,86,53,21,88,49,20,80,49,17,84,48,22,81,50,17,77,52,25,82,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36,11,69,23,4,58,40,17,77,37,9,67,32,11,58,53,23,78,59,21,83,53,24,79,49,19,74,59,40,84,29,8,66,24,3,66,32,11,68,29,8,64,25,9,62,27,7,49,25,6,50,29,7,56,28,6,41,13,13,56,64,29,86,64,22,90,62,28,85,64,29,82,70,43,98,"BRAZOS ISD",57,25,84,54,22,85,56,26,84,58,21,82,62,33,89,46,18,78,53,12,88,41,18,78,49,20,74,35,21,76,47,30,80,60,20,100,45,36,82,45,27,82,-1,-1,-1
"'009901",28,12,56,32,10,62,24,12,53,33,15,58,7,5,39,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,100,54,100,-1,-1,-1,-1,-1,-1,100,60,100,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,40,17,68,45,19,76,34,16,62,43,17,70,44,23,67,50,25,75,-1,-1,-1,-1,-1,-1,40,40,80,.,.,.,36,14,65,42,16,73,30,12,59,39,14,67,39,20,63,42,18,72,44,16,78,34,17,65,48,20,77,39,16,65,37,15,65,42,16,74,30,13,60,39,15,67,40,23,63,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,24,11,52,26,6,58,19,10,51,30,14,55,9,6,32,38,17,64,46,22,73,33,14,59,38,14,64,48,30,68,27,9,57,31,7,69,22,9,49,29,10,59,27,8,53,19,5,41,20,5,58,18,5,38,16,5,35,36,4,56,61,34,84,60,46,91,57,37,76,64,30,88,60,24,88,"MULESHOE ISD",41,17,69,44,19,77,35,16,63,44,17,72,46,24,69,35,17,59,48,20,67,29,14,57,35,18,60,31,19,50,38,4,71,-1,-1,-1,40,10,60,36,0,91,-1,-1,-1
