DISTRICT,DD800A00200022R,DD800AM0200022R,DD800AR0200022R,DDA00A00200022R,DDA00AM0200022R,DDA00AR0200022R,DDC00A00200022R,DDC00AM0200022R,DDC00AR0200022R,DDJ00A00200022R,DDJ00AM0200022R,DDJ00AR0200022R,DDK00A00200022R,DDK00AM0200022R,DDK00AR0200022R,DDL00A00200022R,DDL00AM0200022R,DDL00AR0200022R,DDQ00A00200022R,DDQ00AM0200022R,DDQ00AR0200022R,DDT00A00200022R,DDT00AM0200022R,DDT00AR0200022R,DDU00A00200022R,DDU00AM0200022R,DDU00AR0200022R,DDX00A00200022R,DDX00AM0200022R,DDX00AR0200022R,DDY00A00200022R,DDY00AM0200022R,DDY00AR0200022R,DDZ00A00200022R,DDZ00AM0200022R,DDZ00AR0200022R,DISTNAME,DNB00A00200022R,DNB00AM0200022R,DNB00AR0200022R,DNE00A00200022R,DNE00AM0200022R,DNE00AR0200022R,DNT00A00200022R,DNT00AM0200022R,DNT00AR0200022R
"'201904",77,75,80,78,75,81,76,74,78,.,.,.,.,.,.,76,74,78,.,.,.,.,.,.,.,.,.,.,.,.,76,74,78,.,.,.,"LEVERETTS CHAPEL ISD",.,.,.,.,.,.,100,-1,100
"'201907",69,60,77,68,59,78,65,44,88,.,.,.,.,.,.,65,44,88,.,.,.,.,.,.,.,.,.,64,38,100,-1,-1,-1,.,.,.,"MOUNT ENTERPRISE ISD",.,.,.,.,.,.,.,.,.
"'201908",77,66,87,76,66,87,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,"OVERTON ISD",.,.,.,.,.,.,.,.,.
"'201910",69,68,70,69,68,70,65,63,66,.,.,.,.,.,.,65,64,66,.,.,.,.,.,.,.,.,.,.,.,.,65,63,66,-1,-1,-1,"TATUM ISD",.,.,.,.,.,.,80,81,79
"'201913",72,68,76,74,69,79,74,65,83,.,.,.,.,.,.,75,69,82,.,.,.,.,.,.,.,.,.,74,65,83,.,.,.,76,75,78,"CARLISLE ISD",.,.,.,.,.,.,86,-1,79
"'201914",74,70,77,74,70,77,73,72,73,.,.,.,.,.,.,70,69,72,.,.,.,.,.,.,.,.,.,.,.,.,73,72,73,-1,-1,-1,"WEST RUSK COUNTY CONSOLIDATED ISD",.,.,.,.,.,.,79,74,83
"'202903",73,68,79,74,68,80,90,86,94,.,.,.,.,.,.,90,86,94,.,.,.,.,.,.,.,.,.,.,.,.,90,86,94,.,.,.,"HEMPHILL ISD",.,.,.,.,.,.,-1,-1,-1
"'202905",70,61,81,70,60,81,-1,-1,.,.,.,.,.,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,.,.,.,.,"WEST SABINE ISD",.,.,.,.,.,.,.,.,.
"'203901",65,58,72,64,57,70,62,58,65,.,.,.,.,.,.,58,53,63,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,83,-1,-1,"SAN AUGUSTINE ISD",.,.,.,62,58,65,68,60,78
"'203902",75,69,81,75,69,81,75,71,79,.,.,.,.,.,.,75,71,79,.,.,.,.,.,.,.,.,.,75,71,79,.,.,.,.,.,.,"BROADDUS ISD",.,.,.,.,.,.,-1,-1,-1
"'204901",65,59,72,66,59,73,74,71,77,.,.,.,.,.,.,74,71,77,.,.,.,.,.,.,.,.,.,.,.,.,74,71,77,.,.,.,"COLDSPRING-OAKHURST CISD",.,.,.,.,.,.,100,-1,100
"'204904",78,73,83,78,73,83,70,59,81,.,.,.,.,.,.,77,74,80,.,.,.,.,.,.,84,81,88,.,.,.,70,59,81,81,79,83,"SHEPHERD ISD",84,81,88,.,.,.,84,71,93
"'205901",70,61,78,69,61,78,66,62,69,.,.,.,.,.,.,65,58,71,.,.,.,.,.,.,.,.,.,50,39,60,72,68,76,60,-1,-1,"ARANSAS PASS ISD",.,.,.,81,92,-1,79,68,85
"'205902",73,66,80,73,66,80,64,51,80,84,81,88,.,.,.,68,55,81,.,.,.,.,.,.,84,81,88,69,60,78,46,18,89,77,70,83,"GREGORY-PORTLAND ISD",.,.,.,.,.,.,76,63,86
"'205903",76,71,81,76,71,81,77,70,84,86,100,72,.,.,.,77,72,82,.,.,.,.,.,.,86,100,72,94,94,94,70,60,80,.,.,.,"INGLESIDE ISD",.,.,.,.,.,.,77,71,83
"'205904",74,73,75,74,74,75,90,100,80,.,.,.,.,.,.,93,100,83,.,.,.,.,.,.,.,.,.,.,.,.,90,100,80,-1,-1,-1,"MATHIS ISD",.,.,.,.,.,.,75,73,78
"'205905",68,64,72,69,65,72,82,91,69,.,.,.,.,.,.,82,91,69,.,.,.,.,.,.,.,.,.,-1,-1,-1,80,89,67,.,.,.,"ODEM-EDROY ISD",.,.,.,.,.,.,73,83,60
"'205906",73,68,78,74,68,79,89,78,100,.,.,.,.,.,.,89,78,100,.,.,.,.,.,.,.,.,.,.,.,.,89,78,100,.,.,.,"SINTON ISD",.,.,.,.,.,.,82,83,81
"'205907",72,71,74,72,71,74,72,62,82,.,.,.,.,.,.,72,62,82,.,.,.,.,.,.,.,.,.,94,-1,90,63,50,78,.,.,.,"TAFT ISD",.,.,.,.,.,.,-1,-1,-1
"'206901",76,70,82,76,69,83,77,68,85,.,.,.,.,.,.,77,68,85,.,.,.,.,.,.,.,.,.,.,.,.,79,73,85,-1,-1,-1,"SAN SABA ISD",.,.,.,50,32,78,50,-1,-1
"'206902",65,56,75,64,54,76,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,"RICHLAND SPRINGS ISD",.,.,.,.,.,.,-1,-1,.
"'206903",71,60,81,71,60,81,-1,.,-1,.,.,.,.,.,.,-1,.,-1,.,.,.,.,.,.,.,.,.,-1,.,-1,.,.,.,.,.,.,"CHEROKEE ISD",.,.,.,.,.,.,.,.,.
"'207901",80,78,82,81,78,83,80,70,92,.,.,.,.,.,.,80,70,92,.,.,.,.,.,.,.,.,.,-1,-1,.,83,75,92,.,.,.,"SCHLEICHER ISD",.,.,.,.,.,.,88,88,89
"'208901",56,44,68,56,45,66,50,50,50,.,.,.,.,.,.,50,50,50,.,.,.,.,.,.,.,.,.,.,.,.,50,50,50,.,.,.,"HERMLEIGH ISD",.,.,.,.,.,.,-1,-1,-1
"'208902",67,62,71,67,62,71,55,47,68,.,.,.,.,.,.,56,49,67,-1,-1,-1,.,.,.,-1,-1,-1,83,-1,-1,51,45,62,-1,-1,-1,"SNYDER ISD",.,.,.,.,.,.,81,91,76
"'208903",72,71,73,72,71,73,67,-1,-1,.,.,.,.,.,.,67,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,"IRA ISD",.,.,.,-1,-1,-1,92,-1,-1
"'209901",71,67,74,70,67,74,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,"ALBANY ISD",.,.,.,.,.,.,-1,-1,-1
"'209902",57,40,74,57,40,74,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"MORAN ISD",.,.,.,.,.,.,.,.,.
"'210901",72,67,77,73,67,78,72,67,78,.,.,.,.,.,.,72,66,78,.,.,.,.,.,.,67,56,78,-1,-1,-1,72,67,78,59,56,63,"CENTER ISD",67,56,78,55,30,80,86,84,87
"'210902",73,65,81,73,66,81,74,70,78,.,.,.,.,.,.,74,72,78,.,.,.,.,.,.,.,.,.,.,.,.,74,70,78,-1,-1,.,"JOAQUIN ISD",.,.,.,.,.,.,72,-1,75
"'210903",73,74,73,74,73,74,74,54,90,.,.,.,.,.,.,74,54,90,.,.,.,.,.,.,.,.,.,74,54,90,.,.,.,.,.,.,"SHELBYVILLE ISD",.,.,.,.,.,.,-1,-1,-1
"'210904",63,55,71,64,55,72,60,50,70,.,.,.,.,.,.,60,50,70,.,.,.,.,.,.,.,.,.,.,.,.,60,50,70,.,.,.,"TENAHA ISD",.,.,.,.,.,.,71,61,81
"'210905",66,62,70,67,63,71,75,79,70,.,.,.,.,.,.,76,71,82,.,.,.,.,.,.,.,.,.,.,.,.,75,79,70,.,.,.,"TIMPSON ISD",.,.,.,.,.,.,-1,-1,-1
"'210906",77,80,74,74,75,73,50,-1,-1,.,.,.,.,.,.,50,-1,-1,.,.,.,.,.,.,.,.,.,50,-1,-1,.,.,.,.,.,.,"EXCELSIOR ISD",.,.,.,.,.,.,.,.,.
"'211901",77,62,92,68,50,88,36,-1,-1,.,.,.,.,.,.,36,-1,-1,.,.,.,.,.,.,.,.,.,36,-1,-1,.,.,.,.,.,.,"TEXHOMA ISD",.,.,.,.,.,.,.,.,.
"'211902",72,67,77,72,66,77,68,58,78,.,.,.,.,.,.,67,57,77,.,.,.,.,.,.,.,.,.,.,.,.,68,58,78,-1,-1,-1,"STRATFORD ISD",.,.,.,.,.,.,84,86,82
"'212801",74,68,79,73,68,79,72,63,79,.,.,.,.,.,.,71,64,78,.,.,.,.,.,.,.,.,.,75,63,87,72,70,74,75,-1,60,"CUMBERLAND ACADEMY",.,.,.,70,50,82,76,65,86
"'212804",82,78,86,82,77,87,81,67,100,.,.,.,.,.,.,79,64,100,.,.,.,.,.,.,.,.,.,81,67,100,.,.,.,.,.,.,"UT TYLER UNIVERSITY ACADEMY",.,.,.,.,.,.,78,63,90
"'212901",70,66,74,70,65,74,67,64,70,.,.,.,.,.,.,62,56,68,.,.,.,.,.,.,.,.,.,.,.,.,68,67,69,.,.,.,"ARP ISD",.,.,.,-1,-1,-1,67,67,67
"'212902",75,70,80,75,70,80,72,54,90,.,.,.,.,.,.,71,55,87,.,.,.,.,.,.,.,.,.,.,.,.,72,54,90,63,60,-1,"BULLARD ISD",.,.,.,.,.,.,.,.,.
"'212903",83,83,83,83,83,83,79,73,84,.,.,.,.,.,.,81,81,82,.,.,.,.,.,.,83,89,77,.,.,.,79,73,84,.,.,.,"LINDALE ISD",83,89,77,.,.,.,88,90,87
"'212904",76,72,81,76,71,80,68,78,58,.,.,.,.,.,.,70,79,60,.,.,.,.,.,.,.,.,.,.,.,.,68,78,58,.,.,.,"TROUP ISD",.,.,.,.,.,.,67,40,86
"'212905",71,63,79,70,62,78,61,51,72,78,74,83,-1,-1,-1,67,59,75,72,70,74,73,73,73,76,72,80,70,63,77,60,51,70,71,61,81,"TYLER ISD",72,64,79,62,49,74,77,72,81
"'212906",77,73,80,77,73,80,71,67,76,.,.,.,.,.,.,72,68,76,.,.,.,.,.,.,.,.,.,82,79,86,67,63,72,75,-1,75,"WHITEHOUSE ISD",.,.,.,.,.,.,77,75,79
"'212909",63,53,73,61,49,73,60,43,78,.,.,.,.,.,.,54,41,70,.,.,.,51,39,67,51,39,67,56,46,66,61,42,81,-1,-1,-1,"CHAPEL HILL ISD",.,.,.,.,.,.,66,48,84
"'212910",77,68,86,78,69,87,87,74,97,.,.,.,.,.,.,81,72,91,.,.,.,.,.,.,88,77,100,-1,-1,-1,.,.,.,.,.,.,"WINONA ISD",88,77,100,89,78,96,87,83,89
"'213801",61,.,61,60,-1,61,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"BRAZOS RIVER CHARTER SCHOOL",.,.,.,.,.,.,.,.,.
"'213901",71,62,80,71,61,80,64,58,70,71,64,78,.,.,.,65,59,72,.,.,.,.,.,.,71,64,78,71,65,76,61,56,68,.,.,.,"GLEN ROSE ISD",.,.,.,.,.,.,77,59,91
"'214901",77,77,77,79,78,80,75,71,78,91,90,92,-1,.,-1,79,78,80,.,.,.,85,86,85,87,87,86,.,.,.,75,72,78,-1,-1,-1,"RIO GRANDE CITY GRULLA ISD",100,100,100,74,66,78,82,86,80
"'214902",68,63,72,68,61,75,67,50,86,.,.,.,.,.,.,67,50,86,.,.,.,.,.,.,.,.,.,67,50,86,.,.,.,.,.,.,"SAN ISIDRO ISD",.,.,.,.,.,.,.,.,.
"'214903",81,84,79,79,80,79,69,66,71,-1,-1,-1,91,93,88,79,79,78,.,.,.,.,.,.,91,93,88,.,.,.,69,66,71,-1,-1,-1,"ROMA ISD",.,.,.,.,.,.,83,78,85
"'215901",72,69,75,72,69,76,74,68,79,.,.,.,.,.,.,73,69,78,.,.,.,.,.,.,.,.,.,90,85,95,72,72,72,-1,-1,-1,"BRECKENRIDGE ISD",.,.,.,61,45,81,90,87,94
"'216901",75,69,82,77,70,83,86,83,88,.,.,.,.,.,.,86,79,93,.,.,.,.,.,.,.,.,.,86,83,88,.,.,.,-1,-1,.,"STERLING CITY ISD",.,.,.,.,.,.,80,-1,-1
"'217901",78,71,86,77,71,84,67,-1,-1,.,.,.,.,.,.,67,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,67,-1,-1,.,.,.,"ASPERMONT ISD",.,.,.,.,.,.,-1,.,-1
"'218901",73,66,79,72,65,78,70,63,77,.,.,.,.,.,.,70,63,77,.,.,.,.,.,.,.,.,.,88,75,100,65,59,70,.,.,.,"SONORA ISD",.,.,.,.,.,.,65,55,71
"'219901",73,74,72,73,74,72,82,-1,86,.,.,.,.,.,.,82,-1,86,.,.,.,.,.,.,.,.,.,.,.,.,82,-1,86,.,.,.,"HAPPY ISD",.,.,.,.,.,.,-1,.,-1
"'219903",60,51,68,61,53,69,70,57,83,.,.,.,.,.,.,67,62,72,.,.,.,.,.,.,.,.,.,.,.,.,70,55,83,56,75,38,"TULIA ISD",.,.,.,-1,-1,.,100,-1,-1
"'219905",68,58,79,69,59,79,88,92,83,.,.,.,.,.,.,75,70,80,.,.,.,.,.,.,.,.,.,.,.,.,85,90,80,-1,-1,-1,"KRESS ISD",.,.,.,-1,-1,-1,-1,-1,.
"'220801",87,86,88,86,86,87,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,"TREETOPS SCHOOL INTERNATIONAL",.,.,.,.,.,.,.,.,.
"'220802",78,72,84,78,72,84,76,67,86,.,.,.,.,.,.,76,67,86,.,.,.,.,.,.,.,.,.,.,.,.,76,67,86,.,.,.,"ARLINGTON CLASSICS ACADEMY",.,.,.,.,.,.,82,80,83
"'220809",74,68,80,75,69,80,86,87,85,.,.,.,.,.,.,86,88,85,.,.,.,.,.,.,-1,-1,-1,86,87,85,.,.,.,.,.,.,"FORT WORTH ACADEMY OF FINE ARTS",-1,-1,-1,.,.,.,.,.,.
"'220810",83,82,84,83,81,84,66,50,81,.,.,.,.,.,.,66,50,81,.,.,.,.,.,.,.,.,.,31,-1,-1,100,-1,-1,.,.,.,"WESTLAKE ACADEMY CHARTER SCHOOL",.,.,.,.,.,.,88,-1,80
"'220811",75,68,83,77,65,89,80,59,100,.,.,.,.,.,.,80,59,100,.,.,.,.,.,.,.,.,.,.,.,.,80,59,100,.,.,.,"EAST FORT WORTH MONTESSORI ACADEMY",.,.,.,.,.,.,.,.,.
"'220814",81,76,85,81,77,85,84,82,86,.,.,.,.,.,.,84,82,86,.,.,.,.,.,.,.,.,.,94,88,100,58,-1,-1,.,.,.,"TEXAS SCHOOL OF THE ARTS",.,.,.,.,.,.,.,.,.
"'220815",72,63,81,73,64,83,81,71,92,.,.,.,.,.,.,83,74,93,.,.,.,.,.,.,.,.,.,81,71,92,.,.,.,100,-1,-1,"CHAPEL HILL ACADEMY",.,.,.,.,.,.,-1,-1,-1
"'220817",72,65,79,72,65,78,71,68,74,.,.,.,.,.,.,70,67,74,.,.,.,.,.,.,.,.,.,71,69,73,71,67,74,71,67,75,"NEWMAN INTERNATIONAL ACADEMY OF ARLINGTON",.,.,.,.,.,.,75,60,92
"'220819",74,69,78,73,69,77,73,74,72,.,.,.,.,.,.,71,72,69,.,.,.,.,.,.,.,.,.,71,75,67,73,72,74,-1,-1,-1,"HIGH POINT ACADEMY",.,.,.,83,-1,-1,68,67,69
"'220901",77,73,80,76,73,79,73,69,77,.,.,.,79,80,77,75,72,78,84,75,93,.,.,.,79,80,78,81,81,81,69,63,76,77,75,80,"ARLINGTON ISD",80,81,79,72,69,75,84,82,87
"'220902",74,69,78,73,68,77,68,63,73,.,.,.,.,.,.,68,64,72,.,.,.,68,65,71,68,65,71,73,71,75,66,61,72,73,66,79,"BIRDVILLE ISD",.,.,.,68,63,73,82,80,83
"'220904",73,68,77,73,69,77,70,65,74,.,.,.,65,67,-1,72,69,75,.,.,.,-1,-1,-1,81,83,80,82,82,83,66,60,72,73,57,88,"EVERMAN ISD",82,83,80,.,.,.,79,77,81
"'220905",70,64,75,69,63,75,63,55,72,.,.,.,.,.,.,68,62,74,71,62,79,78,78,78,78,77,79,61,53,70,63,55,72,67,62,73,"FORT WORTH ISD",82,81,82,61,53,71,77,70,81
"'220906",80,79,82,80,78,81,71,68,73,.,.,.,88,82,94,74,73,75,86,90,80,81,81,80,85,86,84,87,84,89,66,63,68,64,57,71,"GRAPEVINE-COLLEYVILLE ISD",.,.,.,69,66,74,85,85,85
"'220907",75,71,79,75,71,78,71,65,77,.,.,.,83,79,88,71,67,75,.,.,.,72,76,66,73,76,69,76,74,78,69,62,76,84,78,90,"KELLER ISD",.,.,.,72,64,79,79,78,79
"'220908",72,70,73,72,70,73,70,66,73,.,.,.,.,.,.,69,66,72,63,64,63,67,71,63,66,68,63,71,68,74,67,62,73,64,64,65,"MANSFIELD ISD",.,.,.,72,-1,72,77,77,78
"'220910",69,61,76,68,61,74,66,63,68,.,.,.,.,.,.,64,63,67,.,.,.,60,60,60,60,60,60,-1,-1,-1,65,63,68,66,71,60,"LAKE WORTH ISD",.,.,.,100,-1,-1,65,60,68
"'220912",71,64,78,72,65,78,73,64,81,.,.,.,100,100,100,75,69,80,82,79,85,79,84,74,81,83,78,77,72,83,69,58,80,81,81,80,"CROWLEY ISD",.,.,.,.,.,.,77,74,79
"'220914",74,68,79,74,68,79,74,68,80,94,96,92,.,.,.,75,70,80,.,.,.,.,.,.,94,96,92,79,77,81,68,57,78,.,.,.,"KENNEDALE ISD",.,.,.,.,.,.,74,67,81
"'220915",74,70,78,74,70,78,71,67,76,.,.,.,.,.,.,72,69,75,.,.,.,.,.,.,.,.,.,74,73,75,70,64,76,73,91,60,"AZLE ISD",.,.,.,56,50,-1,75,69,78
"'220916",81,81,81,81,81,81,80,78,83,.,.,.,84,84,84,80,78,82,.,.,.,.,.,.,79,79,78,.,.,.,80,78,83,83,87,80,"HURST-EULESS-BEDFORD ISD",57,53,62,82,87,76,86,89,83
"'220917",73,70,76,73,70,76,67,64,71,.,.,.,.,.,.,72,70,74,.,.,.,84,86,83,84,86,83,71,66,76,64,63,65,86,-1,-1,"CASTLEBERRY ISD",.,.,.,.,.,.,79,76,82
"'220918",75,70,80,75,69,80,73,65,80,.,.,.,-1,.,-1,72,66,80,.,.,.,66,66,67,65,65,66,74,67,81,71,64,79,73,63,84,"EAGLE MT-SAGINAW ISD",-1,-1,-1,75,-1,-1,79,73,83
"'220919",84,84,83,84,84,83,79,80,78,.,.,.,.,.,.,79,80,78,.,.,.,.,.,.,.,.,.,81,81,81,70,79,65,.,.,.,"CARROLL ISD",.,.,.,.,.,.,87,90,86
"'220920",71,65,78,71,64,77,64,52,76,.,.,.,.,.,.,66,58,75,68,67,71,-1,-1,-1,69,67,72,65,56,73,64,50,77,75,75,75,"WHITE SETTLEMENT ISD",.,.,.,.,.,.,76,71,80
"'221801",69,63,75,69,63,76,73,65,81,.,.,.,.,.,.,71,64,79,.,.,.,.,.,.,.,.,.,75,68,81,71,61,80,70,56,84,"TEXAS COLLEGE PREPARATORY ACADEMIES",.,.,.,73,64,81,69,50,85
"'221901",66,60,73,66,60,72,64,59,69,-1,-1,-1,.,.,.,63,58,69,.,.,.,63,55,71,63,56,72,70,67,73,62,57,67,-1,-1,-1,"ABILENE ISD",.,.,.,66,55,78,74,70,76
"'221904",64,52,76,65,52,77,68,33,100,.,.,.,.,.,.,67,30,100,.,.,.,.,.,.,.,.,.,.,.,.,68,33,100,.,.,.,"MERKEL ISD",.,.,.,.,.,.,-1,-1,-1
"'221905",65,55,76,65,55,76,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"TRENT ISD",.,.,.,.,.,.,.,.,.
"'221911",69,68,69,69,68,69,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,"JIM NED CISD",.,.,.,.,.,.,.,.,.
"'221912",76,72,81,76,72,81,77,74,80,.,.,.,.,.,.,76,74,78,.,.,.,.,.,.,.,.,.,-1,-1,-1,76,73,79,-1,-1,-1,"WYLIE ISD",.,.,.,.,.,.,86,-1,-1
"'222901",71,65,78,73,66,79,-1,.,-1,.,.,.,.,.,.,-1,.,-1,.,.,.,.,.,.,.,.,.,-1,.,-1,.,.,.,.,.,.,"TERRELL COUNTY ISD",.,.,.,.,.,.,.,.,.
"'223901",65,59,72,65,59,71,62,59,66,.,.,.,.,.,.,63,59,67,.,.,.,.,.,.,.,.,.,-1,-1,.,63,60,66,-1,-1,-1,"BROWNFIELD ISD",.,.,.,.,.,.,.,.,.
"'223902",65,52,81,63,51,78,41,29,-1,.,.,.,.,.,.,42,38,50,.,.,.,.,.,.,.,.,.,.,.,.,40,25,-1,.,.,.,"MEADOW ISD",.,.,.,-1,-1,.,-1,-1,-1
"'223904",79,74,84,78,74,83,76,60,94,.,.,.,.,.,.,79,70,89,.,.,.,.,.,.,.,.,.,75,56,94,.,.,.,.,.,.,"WELLMAN-UNION CISD",.,.,.,-1,-1,.,-1,-1,-1
"'224901",69,57,78,69,57,78,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"THROCKMORTON COLLEGIATE ISD",.,.,.,.,.,.,.,.,.
"'224902",73,68,79,73,68,79,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"WOODSON ISD",.,.,.,.,.,.,.,.,.
"'225902",74,70,79,72,68,77,76,75,77,.,.,.,.,.,.,71,67,75,83,89,75,65,79,47,68,62,74,64,54,75,78,76,79,61,56,66,"MOUNT PLEASANT ISD",68,61,76,74,77,71,74,77,72
"'225906",76,74,79,77,75,79,79,78,80,.,.,.,.,.,.,79,78,80,.,.,.,.,.,.,.,.,.,78,86,66,80,73,87,-1,.,-1,"CHAPEL HILL ISD",.,.,.,70,.,70,82,76,88
"'225907",72,65,79,70,62,78,69,57,81,.,.,.,63,57,70,66,57,77,.,.,.,.,.,.,63,57,70,-1,-1,.,69,58,81,59,50,69,"HARTS BLUFF ISD",.,.,.,.,.,.,79,83,75
"'226801",65,57,73,65,57,73,67,66,69,.,.,.,.,.,.,67,64,71,.,.,.,.,.,.,.,.,.,63,-1,-1,68,68,68,71,67,78,"TEXAS LEADERSHIP PUBLIC SCHOOLS",.,.,.,.,.,.,80,-1,86
"'226901",71,63,78,71,62,78,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"CHRISTOVAL ISD",.,.,.,.,.,.,.,.,.
"'226903",65,57,73,65,57,73,54,42,66,75,-1,-1,.,.,.,60,51,70,.,.,.,.,.,.,69,60,78,-1,-1,-1,56,44,68,.,.,.,"SAN ANGELO ISD",69,61,77,47,35,61,67,57,78
"'226905",59,51,67,59,52,67,72,70,-1,.,.,.,.,.,.,63,75,50,.,.,.,.,.,.,.,.,.,72,70,-1,.,.,.,-1,-1,-1,"WATER VALLEY ISD",.,.,.,.,.,.,.,.,.
"'226906",80,77,83,80,77,83,69,-1,-1,.,.,.,.,.,.,69,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,69,-1,-1,.,.,.,"WALL ISD",.,.,.,.,.,.,87,72,100
"'226907",71,66,76,71,67,76,69,68,71,.,.,.,.,.,.,71,68,75,.,.,.,.,.,.,.,.,.,.,.,.,69,68,71,-1,-1,-1,"GRAPE CREEK ISD",.,.,.,.,.,.,85,90,80
"'226908",69,57,79,69,57,81,71,40,93,.,.,.,.,.,.,71,40,93,.,.,.,.,.,.,.,.,.,-1,-1,-1,78,-1,100,.,.,.,"VERIBEST ISD",.,.,.,.,.,.,-1,-1,-1
"'227506",82,-1,82,82,-1,82,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"UNIVERSITY OF TEXAS AT AUSTIN H S",.,.,.,.,.,.,-1,-1,.
"'227803",71,64,78,72,66,78,67,60,74,.,.,.,82,81,85,72,68,77,.,.,.,.,.,.,82,81,85,29,-1,-1,76,71,80,75,-1,-1,"WAYSIDE SCHOOLS",.,.,.,63,53,72,83,-1,-1
"'227804",76,76,75,78,78,78,87,83,90,-1,.,-1,.,.,.,82,78,85,.,.,.,.,.,.,-1,.,-1,87,83,90,.,.,.,50,-1,-1,"NYOS CHARTER SCHOOL",.,.,.,.,.,.,89,88,89
"'227805",84,84,83,84,84,83,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"TEXAS EMPOWERMENT ACADEMY",.,.,.,.,.,.,.,.,.
"'227806",68,57,78,68,57,79,75,-1,81,.,.,.,.,.,.,71,50,83,.,.,.,.,.,.,.,.,.,.,.,.,75,-1,81,.,.,.,"UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL",.,.,.,.,.,.,.,.,.
"'227814",83,82,84,85,85,85,98,96,100,.,.,.,.,.,.,98,96,100,.,.,.,.,.,.,.,.,.,.,.,.,98,96,100,.,.,.,"CHAPARRAL STAR ACADEMY",.,.,.,.,.,.,81,94,69
"'227816",83,81,84,81,78,84,79,76,83,.,.,.,.,.,.,79,76,83,.,.,.,-1,-1,.,60,86,-1,83,80,86,78,75,82,79,78,81,"HARMONY PUBLIC SCHOOLS - CENTRAL TEXAS",50,80,-1,58,50,67,90,91,89
"'227817",87,78,94,89,85,92,89,90,88,89,-1,100,.,.,.,89,88,89,.,.,.,.,.,.,89,-1,100,92,90,93,75,-1,70,.,.,.,"CEDARS INTERNATIONAL ACADEMY",.,.,.,.,.,.,94,93,95
"'227819",85,85,86,82,81,82,70,69,71,.,.,.,.,.,.,70,69,71,.,.,.,.,.,.,.,.,.,70,69,71,.,.,.,.,.,.,"UNIVERSITY OF TEXAS ELEMENTARY CHARTER SCHOOL",.,.,.,.,.,.,-1,-1,-1
"'227820",75,68,82,76,69,82,77,64,83,.,.,.,-1,-1,-1,75,68,82,.,.,.,.,.,.,77,71,83,59,60,58,63,44,80,80,70,90,"KIPP TEXAS PUBLIC SCHOOLS",77,71,83,79,69,84,84,81,86
"'227821",72,60,84,72,59,85,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,"AUSTIN DISCOVERY SCHOOL",.,.,.,.,.,.,-1,-1,-1
"'227824",74,76,73,74,73,74,69,66,72,95,90,100,.,.,.,74,68,80,.,.,.,.,.,.,96,93,100,70,62,77,.,.,.,69,56,86,"VALERE PUBLIC SCHOOLS",100,-1,-1,63,-1,-1,72,-1,75
"'227825",.,.,.,67,61,72,-1,-1,-1,.,.,.,.,.,.,66,60,71,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,"AUSTIN ACHIEVE PUBLIC SCHOOLS",.,.,.,.,.,.,71,90,66
"'227826",73,71,74,74,70,78,-1,-1,-1,.,.,.,.,.,.,79,65,93,.,.,.,.,.,.,79,67,92,-1,-1,-1,.,.,.,.,.,.,"MONTESSORI FOR ALL",79,67,92,.,.,.,-1,-1,-1
